,0,1,2,3,4
75,0.03,0.01,0.03,0.03,0.03
76,0.03,0.03,0.01,0.03,0.01
77,0.01,0.01,0.01,0.03,0.01
78,0.01,0.03,0.03,0.03,0.03
79,0.01,0.03,0.03,0.05,0.03
80,0.03,0.01,0.05,0.05,0.03
81,0.01,0.01,0.01,0.03,0.03
82,0.03,0.03,0.03,0.01,0.05
83,0.03,0.03,0.05,0.01,0.03
84,0.01,0.01,0.05,0.01,0.05
85,0.01,0.01,0.01,0.05,0.01
86,0.01,0.05,0.01,0.01,0.01
87,0.03,0.01,0.01,0.01,0.01
88,0.03,0.03,0.01,0.03,0.01
89,0.03,0.03,0.01,0.01,0.01
90,0.03,0.01,0.01,0.03,0.01
91,0.01,0.01,0.03,0.03,0.03
92,0.01,0.01,0.01,0.01,0.01
93,0.01,0.01,0.03,0.03,0.01
94,0.03,0.03,0.05,0.01,0.03
95,0.03,0.03,0.03,0.03,0.01
96,0.01,0.03,0.01,0.03,0.01
97,0.01,0.01,0.03,0.03,0.03
98,0.01,0.01,0.01,0.01,0.05
99,0.01,0.03,0.05,0.01,0.03
100,0.05,0.01,0.03,0.01,0.01
101,0.01,0.01,0.03,0.01,0.03
102,0.03,0.05,0.03,0.03,0.01
103,0.03,0.03,0.01,0.01,0.01
104,0.03,0.01,0.01,0.03,0.01
105,0.01,0.01,0.03,0.03,0.03
106,0.03,0.01,0.05,0.01,0.03
107,0.03,0.01,0.03,0.01,0.01
108,0.03,0.01,0.01,0.01,0.07
109,0.03,0.01,0.01,0.05,0.03
110,0.01,0.01,0.01,0.03,0.03
111,0.01,0.03,0.01,0.01,0.01
112,0.01,0.03,0.01,0.03,0.01
113,0.03,0.01,0.01,0.01,0.05
114,0.01,0.01,0.01,0.01,0.05
115,0.01,0.01,0.01,0.03,0.01
116,0.03,0.05,0.03,0.01,0.01
117,0.01,0.03,0.01,0.01,0.01
118,0.01,0.01,0.03,0.03,0.01
119,0.03,0.01,0.01,0.03,0.03
120,0.01,0.03,0.01,0.03,0.01
121,0.03,0.01,0.01,0.03,0.03
122,0.03,0.01,0.03,0.03,0.03
123,0.03,0.03,0.01,0.01,0.03
124,0.01,0.01,0.01,0.03,0.03
125,0.03,0.03,0.01,0.03,0.03
126,0.03,0.01,0.03,0.01,0.01
127,0.01,0.03,0.01,0.01,0.01
128,0.03,0.01,0.01,0.03,0.03
129,0.03,0.03,0.01,0.03,0.03
130,0.03,0.01,0.03,0.01,0.03
131,0.03,0.03,0.01,0.01,0.03
132,0.01,0.01,0.03,0.01,0.01
133,0.01,0.01,0.01,0.03,0.05
134,0.01,0.03,0.03,0.03,0.01
135,0.07,0.05,0.03,0.03,0.01
136,0.01,0.03,0.03,0.03,0.03
137,0.01,0.03,0.03,0.03,0.03
138,0.01,0.03,0.03,0.05,0.01
139,0.01,0.01,0.01,0.03,0.05
140,0.03,0.01,0.01,0.03,0.03
141,0.03,0.03,0.03,0.03,0.01
142,0.03,0.03,0.01,0.03,0.03
143,0.03,0.01,0.03,0.01,0.03
144,0.03,0.05,0.01,0.01,0.03
145,0.01,0.03,0.01,0.03,0.03
146,0.05,0.01,0.05,0.03,0.05
147,0.01,0.03,0.07,0.03,0.03
148,0.03,0.01,0.01,0.03,0.05
149,0.01,0.05,0.03,0.01,0.01
150,0.03,0.01,0.03,0.01,0.01
151,0.01,0.01,0.03,0.01,0.03
152,0.01,0.03,0.03,0.03,0.03
153,0.03,0.03,0.03,0.03,0.03
154,0.01,0.03,0.07,0.03,0.01
155,0.01,0.01,0.03,0.01,0.01
156,0.03,0.05,0.03,0.01,0.03
157,0.03,0.03,0.03,0.01,0.03
158,0.05,0.05,0.01,0.03,0.01
159,0.01,0.03,0.03,0.03,0.03
160,0.01,0.03,0.01,0.01,0.03
161,0.01,0.05,0.01,0.03,0.01
162,0.03,0.03,0.03,0.01,0.01
163,0.01,0.01,0.05,0.01,0.03
164,0.01,0.01,0.01,0.01,0.05
165,0.01,0.01,0.01,0.03,0.03
166,0.01,0.03,0.05,0.03,0.05
167,0.03,0.03,0.01,0.01,0.01
168,0.03,0.01,0.03,0.01,0.01
169,0.03,0.03,0.03,0.05,0.01
170,0.03,0.01,0.01,0.01,0.05
171,0.03,0.03,0.03,0.03,0.01
172,0.01,0.01,0.01,0.05,0.01
173,0.03,0.01,0.01,0.03,0.01
174,0.03,0.01,0.03,0.03,0.01
175,0.03,0.03,0.01,0.01,0.01
176,0.03,0.03,0.03,0.01,0.01
177,0.01,0.01,0.01,0.03,0.01
178,0.03,0.01,0.03,0.01,0.03
179,0.01,0.03,0.03,0.01,0.03
180,0.01,0.03,0.01,0.01,0.01
181,0.01,0.07,0.03,0.01,0.03
182,0.01,0.01,0.01,0.01,0.03
183,0.03,0.03,0.01,0.03,0.05
184,0.03,0.05,0.01,0.01,0.01
185,0.01,0.01,0.01,0.05,0.01
186,0.01,0.03,0.01,0.01,0.03
187,0.03,0.03,0.05,0.01,0.01
188,0.03,0.01,0.03,0.03,0.01
189,0.03,0.01,0.03,0.03,0.01
190,0.03,0.01,0.01,0.03,0.01
191,0.03,0.03,0.03,0.01,0.05
192,0.01,0.05,0.03,0.03,0.01
193,0.01,0.03,0.05,0.03,0.01
194,0.01,0.01,0.03,0.01,0.01
195,0.01,0.03,0.01,0.01,0.03
196,0.03,0.05,0.01,0.01,0.03
197,0.03,0.03,0.05,0.03,0.01
198,0.03,0.01,0.03,0.01,0.01
199,0.03,0.03,0.01,0.01,0.01
200,0.03,0.03,0.03,0.01,0.03
201,0.01,0.03,0.03,0.01,0.01
202,0.03,0.01,0.01,0.01,0.03
203,0.03,0.01,0.01,0.03,0.03
204,0.03,0.01,0.01,0.01,0.03
205,0.01,0.01,0.01,0.01,0.01
206,0.03,0.01,0.01,0.05,0.01
207,0.03,0.01,0.01,0.05,0.01
208,0.01,0.05,0.01,0.01,0.03
209,0.01,0.03,0.05,0.01,0.03
210,0.01,0.01,0.03,0.03,0.01
211,0.05,0.01,0.01,0.03,0.03
212,0.05,0.03,0.03,0.01,0.01
213,0.05,0.03,0.03,0.03,0.03
214,0.01,0.03,0.03,0.03,0.03
215,0.03,0.01,0.03,0.03,0.01
216,0.03,0.01,0.01,0.01,0.03
217,0.03,0.01,0.01,0.03,0.05
218,0.01,0.03,0.01,0.03,0.03
219,0.01,0.03,0.01,0.05,0.01
220,0.03,0.01,0.01,0.03,0.03
221,0.01,0.03,0.01,0.01,0.03
222,0.03,0.05,0.03,0.03,0.03
223,0.01,0.05,0.03,0.01,0.01
224,0.03,0.01,0.03,0.01,0.01
225,0.05,0.01,0.03,0.03,0.01
226,0.01,0.01,0.01,0.03,0.01
227,0.03,0.03,0.01,0.03,0.01
228,0.01,0.01,0.05,0.01,0.03
229,0.03,0.01,0.05,0.01,0.05
230,0.01,0.01,0.03,0.05,0.01
231,0.01,0.03,0.03,0.01,0.03
232,0.03,0.01,0.01,0.01,0.03
233,0.03,0.01,0.01,0.03,0.03
234,0.03,0.05,0.03,0.03,0.01
235,0.03,0.03,0.03,0.01,0.03
236,0.05,0.03,0.01,0.01,0.03
237,0.01,0.05,0.01,0.01,0.01
238,0.03,0.03,0.01,0.01,0.01
239,0.03,0.03,0.01,0.05,0.01
240,0.03,0.03,0.03,0.03,0.03
241,0.03,0.05,0.03,0.01,0.03
242,0.03,0.03,0.01,0.01,0.03
243,0.05,0.03,0.01,0.05,0.03
244,0.01,0.01,0.03,0.01,0.03
245,0.01,0.03,0.03,0.01,0.03
246,0.01,0.03,0.01,0.01,0.01
247,0.01,0.01,0.05,0.03,0.05
248,0.05,0.03,0.01,0.01,0.03
249,0.01,0.01,0.03,0.05,0.01
250,0.03,0.03,0.03,0.03,0.01
251,0.01,0.01,0.01,0.01,0.01
252,0.03,0.05,0.03,0.01,0.01
253,0.01,0.03,0.01,0.01,0.03
254,0.01,0.03,0.01,0.03,0.03
255,0.01,0.03,0.03,0.01,0.05
256,0.01,0.01,0.01,0.03,0.01
257,0.01,0.01,0.01,0.03,0.01
258,0.03,0.05,0.03,0.03,0.03
259,0.01,0.01,0.03,0.01,0.01
260,0.03,0.01,0.03,0.01,0.03
261,0.03,0.01,0.01,0.01,0.01
262,0.05,0.05,0.03,0.01,0.01
263,0.01,0.01,0.01,0.03,0.01
264,0.03,0.01,0.01,0.03,0.01
265,0.01,0.01,0.05,0.01,0.01
266,0.01,0.01,0.01,0.03,0.03
267,0.01,0.05,0.01,0.01,0.01
268,0.01,0.01,0.03,0.01,0.01
269,0.01,0.03,0.01,0.01,0.03
270,0.03,0.01,0.05,0.01,0.01
271,0.03,0.01,0.01,0.01,0.03
272,0.03,0.01,0.01,0.01,0.01
273,0.03,0.01,0.03,0.01,0.03
274,0.01,0.01,0.01,0.01,0.03
275,0.01,0.01,0.03,0.03,0.01
276,0.01,0.01,0.01,0.03,0.01
277,0.03,0.01,0.03,0.03,0.01
278,0.01,0.01,0.05,0.03,0.01
279,0.03,0.01,0.03,0.03,0.03
280,0.03,0.05,0.01,0.03,0.01
281,0.01,0.01,0.03,0.01,0.03
282,0.03,0.01,0.01,0.01,0.03
283,0.03,0.01,0.03,0.03,0.03
284,0.03,0.01,0.03,0.03,0.03
285,0.03,0.03,0.01,0.01,0.01
286,0.01,0.01,0.03,0.03,0.01
287,0.03,0.03,0.03,0.03,0.01
288,0.03,0.01,0.03,0.03,0.01
289,0.01,0.03,0.03,0.01,0.03
290,0.01,0.03,0.03,0.01,0.01
291,0.01,0.01,0.03,0.01,0.03
292,0.03,0.03,0.03,0.03,0.03
293,0.03,0.03,0.01,0.03,0.03
294,0.01,0.01,0.01,0.03,0.01
295,0.03,0.03,0.01,0.03,0.03
296,0.07,0.03,0.03,0.05,0.01
297,0.03,0.03,0.01,0.03,0.03
298,0.03,0.01,0.01,0.03,0.03
299,0.07,0.03,0.03,0.05,0.03
300,0.03,0.03,0.03,0.05,0.01
301,0.03,0.03,0.03,0.03,0.03
302,0.03,0.01,0.03,0.03,0.01
303,0.01,0.03,0.03,0.01,0.05
304,0.01,0.03,0.03,0.07,0.05
305,0.01,0.03,0.03,0.03,0.03
306,0.01,0.03,0.03,0.03,0.01
307,0.01,0.01,0.01,0.01,0.01
308,0.01,0.03,0.01,0.01,0.01
309,0.03,0.03,0.05,0.01,0.01
310,0.03,0.05,0.01,0.05,0.01
311,0.01,0.01,0.03,0.03,0.03
312,0.01,0.03,0.01,0.03,0.03
313,0.03,0.03,0.03,0.03,0.03
314,0.03,0.03,0.03,0.03,0.03
315,0.03,0.03,0.03,0.03,0.05
316,0.03,0.01,0.01,0.01,0.05
317,0.01,0.03,0.03,0.03,0.03
318,0.03,0.01,0.03,0.03,0.03
319,0.03,0.03,0.05,0.03,0.03
320,0.03,0.03,0.03,0.01,0.01
321,0.03,0.01,0.01,0.03,0.03
322,0.03,0.03,0.01,0.03,0.03
323,0.03,0.03,0.01,0.03,0.01
324,0.03,0.03,0.03,0.03,0.03
325,0.01,0.01,0.03,0.03,0.03
326,0.03,0.03,0.05,0.03,0.03
327,0.03,0.01,0.03,0.01,0.03
328,0.03,0.03,0.01,0.03,0.01
329,0.01,0.03,0.01,0.03,0.01
330,0.01,0.01,0.03,0.01,0.01
331,0.01,0.03,0.03,0.03,0.01
332,0.01,0.03,0.01,0.01,0.03
333,0.01,0.03,0.03,0.03,0.03
334,0.03,0.03,0.01,0.01,0.03
335,0.01,0.05,0.01,0.01,0.01
336,0.03,0.03,0.03,0.01,0.01
337,0.03,0.03,0.05,0.01,0.01
338,0.03,0.01,0.03,0.01,0.03
339,0.01,0.03,0.03,0.03,0.01
340,0.01,0.03,0.01,0.01,0.01
341,0.01,0.03,0.01,0.01,0.03
342,0.01,0.01,0.03,0.01,0.01
343,0.03,0.01,0.03,0.01,0.01
344,0.01,0.01,0.03,0.03,0.01
345,0.01,0.01,0.01,0.01,0.01
346,0.03,0.01,0.03,0.03,0.01
347,0.03,0.03,0.01,0.03,0.03
348,0.01,0.01,0.01,0.03,0.01
349,0.05,0.01,0.01,0.03,0.03
350,0.07,0.03,0.03,0.07,0.01
351,0.07,0.03,0.03,0.03,0.03
352,0.03,0.01,0.01,0.03,0.01
353,0.03,0.01,0.01,0.03,0.01
354,0.03,0.03,0.01,0.01,0.03
355,0.03,0.03,0.03,0.01,0.03
356,0.01,0.01,0.01,0.03,0.01
357,0.01,0.01,0.01,0.05,0.01
358,0.03,0.01,0.01,0.03,0.03
359,0.03,0.03,0.01,0.01,0.03
360,0.03,0.03,0.03,0.05,0.03
361,0.01,0.03,0.03,0.01,0.03
362,0.05,0.07,0.03,0.01,0.05
363,0.05,0.01,0.01,0.01,0.05
364,0.05,0.03,0.03,0.05,0.01
365,0.01,0.03,0.01,0.03,0.03
366,0.03,0.03,0.03,0.01,0.01
367,0.01,0.01,0.01,0.01,0.01
368,0.01,0.01,0.03,0.01,0.03
369,0.03,0.01,0.01,0.01,0.01
370,0.05,0.03,0.01,0.01,0.01
371,0.01,0.03,0.03,0.03,0.05
372,0.05,0.01,0.03,0.01,0.03
373,0.01,0.03,0.05,0.01,0.03
374,0.01,0.05,0.01,0.01,0.01
375,0.01,0.05,0.03,0.03,0.01
376,0.03,0.05,0.01,0.03,0.01
377,0.01,0.03,0.05,0.03,0.01
378,0.01,0.01,0.03,0.03,0.01
379,0.03,0.01,0.01,0.01,0.03
380,0.01,0.01,0.01,0.01,0.03
381,0.01,0.01,0.01,0.01,0.01
382,0.01,0.03,0.01,0.01,0.03
383,0.01,0.01,0.01,0.01,0.03
384,0.03,0.03,0.01,0.01,0.01
385,0.03,0.03,0.03,0.03,0.01
386,0.03,0.01,0.05,0.05,0.03
387,0.03,,0.03,0.05,0.05
388,0.01,0.01,0.01,0.01,0.03
389,0.03,0.01,0.03,0.03,0.03
390,0.01,0.01,0.01,0.03,0.03
391,0.01,0.01,0.01,0.05,0.01
392,0.03,0.01,0.01,0.01,0.01
393,0.03,0.01,0.01,0.05,0.01
394,0.01,0.03,0.01,0.03,0.05
395,0.03,0.01,0.01,0.01,0.03
396,0.07,0.01,0.03,0.01,0.01
397,0.07,0.01,0.03,0.01,0.01
398,0.03,0.03,0.03,0.03,0.05
399,0.01,0.05,0.03,0.01,0.03
400,0.03,0.03,0.01,0.03,0.03
401,0.01,0.01,0.01,0.01,0.01
402,0.01,0.03,0.03,0.03,0.01
403,0.03,0.05,0.07,0.07,0.03
404,0.01,0.01,0.03,0.01,0.01
405,0.05,0.03,0.05,0.01,0.03
406,0.03,0.03,0.03,0.03,0.03
407,0.03,0.03,0.01,0.05,0.03
408,0.03,0.01,0.03,0.03,0.01
409,0.03,0.03,0.01,0.03,0.01
410,0.03,0.03,0.03,0.01,0.03
411,0.01,0.03,0.01,0.03,
412,0.01,0.03,0.05,0.01,0.05
413,0.01,0.03,0.03,0.05,0.01
414,0.03,0.01,0.03,0.01,0.03
415,0.01,0.01,0.01,0.01,0.03
416,0.03,0.05,0.01,0.03,0.01
417,0.01,0.05,0.03,0.01,0.03
418,0.01,0.03,0.01,0.03,0.03
419,0.07,0.01,0.03,0.01,0.03
420,0.07,0.05,0.01,0.03,0.01
421,0.05,0.03,0.03,0.05,0.01
422,0.03,0.01,0.01,0.01,0.03
423,0.03,0.01,0.07,0.01,0.03
424,0.01,0.03,0.03,0.01,0.01
425,0.01,0.03,0.01,0.03,0.01
426,0.03,0.01,0.01,0.03,0.01
427,0.03,0.03,0.03,0.01,0.03
428,0.03,0.05,0.03,0.01,0.01
429,0.01,0.01,0.03,0.03,0.01
430,0.03,0.01,0.01,0.03,0.01
431,0.01,0.01,0.01,0.01,0.05
432,0.01,0.03,0.03,0.03,0.05
433,0.01,0.01,0.03,0.01,0.05
434,0.03,0.03,0.05,0.01,0.01
435,0.01,0.03,0.07,0.01,0.01
436,0.03,0.03,0.01,0.01,0.03
437,0.01,0.03,0.01,0.03,0.03
438,0.05,0.01,0.01,0.01,0.03
439,0.01,0.03,0.03,0.05,0.01
440,0.05,0.03,0.01,0.03,0.01
441,0.03,0.01,0.03,0.01,0.01
442,0.01,0.01,0.05,0.05,0.01
443,0.03,0.01,0.01,0.01,0.03
444,0.01,0.01,0.01,0.01,0.01
445,0.01,0.01,0.03,0.03,0.03
446,0.03,0.03,0.01,0.01,0.03
447,0.03,0.05,0.01,0.01,0.01
448,0.03,0.01,0.03,0.03,0.01
449,0.03,0.01,0.03,0.01,0.01
450,0.03,0.03,0.01,0.01,0.01
451,0.01,0.01,0.01,0.03,0.01
452,0.03,0.01,0.03,0.03,0.01
453,0.03,0.01,0.01,0.05,0.03
454,0.01,0.01,0.03,0.01,0.03
455,0.01,0.03,0.03,0.03,0.01
456,0.01,0.03,0.05,,0.03
457,0.03,0.03,0.01,0.07,0.01
458,0.05,0.01,0.03,0.05,0.03
459,0.03,0.03,0.03,0.03,
460,0.03,0.01,0.01,0.03,0.05
461,,0.05,0.01,0.01,0.03
462,0.05,0.03,0.03,0.01,0.01
463,0.03,0.03,0.01,0.03,0.03
464,0.01,0.01,0.03,0.03,0.03
465,0.01,0.01,0.01,0.01,0.01
466,0.01,0.01,0.03,0.05,0.01
467,0.01,0.03,0.05,0.03,0.01
468,0.01,0.03,0.03,0.01,0.03
469,0.03,0.01,0.03,0.03,0.01
470,0.03,0.03,0.01,0.01,0.01
471,0.01,0.01,0.03,0.05,0.03
472,0.03,0.01,0.05,0.05,0.01
473,0.01,0.03,0.03,0.01,0.03
474,0.01,0.01,0.03,0.03,0.01
475,0.01,0.03,0.03,0.01,0.01
476,0.05,0.03,0.03,0.01,0.03
477,0.03,0.01,0.01,0.01,0.03
478,0.01,0.03,0.01,0.01,0.03
479,0.03,0.01,0.03,0.07,0.03
480,0.01,0.01,0.01,0.01,0.01
481,0.01,0.03,0.01,0.03,0.05
482,0.01,0.01,0.03,0.01,0.01
483,0.05,0.03,0.01,0.03,0.05
484,0.03,0.03,0.03,0.03,0.03
485,0.01,0.05,0.01,0.01,0.03
486,0.03,0.01,0.01,0.03,0.01
487,0.03,0.03,0.03,0.03,0.03
488,0.03,0.01,0.01,0.03,0.03
489,0.03,0.05,0.01,0.03,0.01
490,0.03,0.01,0.01,0.01,0.03
491,0.01,0.05,0.01,0.03,0.03
492,0.03,0.01,0.05,0.01,0.03
493,0.01,0.01,0.05,0.01,0.05
494,0.01,0.03,0.01,0.03,0.03
495,0.03,0.03,0.01,0.05,0.03
496,0.05,0.01,0.03,0.05,0.01
497,0.01,0.03,0.01,0.01,0.01
498,0.03,0.03,0.03,0.03,0.03
499,0.03,0.03,0.03,0.03,0.01
500,0.03,0.03,0.03,0.03,0.03
501,0.03,0.03,0.03,0.03,0.03
502,0.01,0.01,0.03,0.01,0.01
503,0.03,0.03,0.01,0.01,0.03
504,0.01,0.01,0.01,0.03,0.01
505,0.03,0.03,0.03,0.01,0.03
506,0.03,0.05,0.01,0.03,0.01
507,0.03,0.07,0.01,0.05,0.03
508,0.01,0.01,0.03,0.03,0.03
509,0.01,0.03,0.05,0.01,0.01
510,0.03,0.03,0.05,0.01,0.01
511,0.03,0.03,0.03,0.03,0.01
512,0.03,0.05,0.03,0.01,0.03
513,0.01,0.03,0.03,0.01,0.01
514,0.01,0.03,0.03,0.01,0.03
515,0.03,0.01,0.01,0.03,0.01
516,0.01,0.01,0.01,0.01,0.01
517,0.01,0.03,0.01,0.01,0.01
518,0.03,0.03,0.01,0.03,0.03
519,0.01,0.03,0.03,0.03,0.03
520,0.03,0.01,0.03,0.01,0.03
521,0.03,0.05,0.03,0.05,0.03
522,0.01,0.03,0.03,0.07,0.01
523,0.01,0.01,0.01,0.03,0.03
524,0.05,0.03,0.01,0.01,0.01
525,0.03,0.01,0.05,0.05,0.01
526,0.03,0.01,0.01,0.03,0.01
527,0.03,0.01,0.03,0.03,0.01
528,0.01,0.03,0.01,0.03,0.01
529,0.01,0.03,0.05,0.01,0.03
530,0.03,0.03,0.01,0.01,0.01
531,0.05,0.01,0.01,0.01,0.01
532,0.01,0.01,0.03,0.01,0.03
533,0.03,0.03,0.01,0.05,0.03
534,0.03,0.05,0.05,0.01,0.01
535,0.03,0.03,0.01,0.01,0.01
536,0.01,0.03,0.01,0.01,0.03
537,0.01,0.01,0.03,0.01,0.01
538,0.01,0.01,0.03,0.03,0.03
539,0.01,0.03,0.03,0.01,0.03
540,0.01,0.01,0.03,0.01,0.01
541,0.03,0.01,0.01,0.03,0.01
542,0.03,0.03,0.01,0.03,0.05
543,0.01,0.01,0.03,0.01,0.01
544,0.01,0.01,0.01,0.01,0.01
545,0.05,0.01,0.01,0.01,0.03
546,0.05,0.01,0.01,0.03,0.01
547,0.01,0.03,0.01,0.01,0.03
548,0.01,0.01,0.05,0.01,0.01
549,0.03,0.01,0.01,0.01,
550,0.01,0.01,0.01,0.05,0.01
551,0.07,0.01,0.01,0.01,0.03
552,0.03,0.03,0.05,0.01,0.01
553,0.01,0.03,0.01,0.01,0.01
554,0.01,0.05,0.01,0.01,0.01
555,0.03,0.01,0.03,0.03,0.03
556,0.03,0.01,0.01,0.01,0.01
557,0.01,0.01,0.01,0.03,0.03
558,0.01,0.05,0.01,0.03,0.03
559,0.03,0.01,0.01,0.03,0.03
560,0.01,0.01,0.03,0.01,0.05
561,0.01,0.01,0.03,0.05,0.03
562,0.01,0.01,0.01,0.03,0.03
563,0.03,0.01,0.01,0.01,0.01
564,0.03,0.05,0.01,0.01,0.03
565,0.01,0.03,0.01,0.03,0.03
566,0.03,0.01,0.05,0.03,0.03
567,0.03,0.03,0.01,0.01,0.01
568,0.03,0.01,0.01,0.01,0.01
569,0.03,0.03,0.01,0.01,0.01
570,0.03,0.01,0.03,0.03,0.03
571,0.03,0.01,0.01,0.01,0.01
572,0.01,0.03,0.01,0.03,0.03
573,0.01,0.01,0.03,0.03,0.01
574,0.03,0.01,0.01,0.01,0.03
575,0.03,0.01,0.07,0.01,0.03
576,0.01,0.01,0.03,0.01,0.03
577,0.03,0.01,0.03,0.03,0.05
578,0.01,0.05,0.03,0.03,0.01
579,0.03,0.03,0.01,0.01,0.03
580,0.01,0.03,0.03,0.03,0.01
581,0.01,0.03,0.01,0.05,0.01
582,0.01,0.05,0.01,0.03,0.01
583,0.01,0.01,0.01,0.03,0.01
584,0.03,0.03,0.03,0.01,0.03
585,0.03,0.03,0.01,0.03,0.01
586,0.05,0.01,0.03,0.01,0.03
587,0.03,0.01,0.03,0.01,0.03
588,0.01,0.01,0.03,0.01,0.01
589,0.01,0.03,0.05,0.03,0.03
590,0.01,0.01,0.01,0.01,0.03
591,0.03,0.01,0.03,0.01,0.05
592,0.03,0.01,0.03,0.01,0.01
593,0.01,0.01,0.03,0.03,0.01
594,0.03,0.01,0.01,0.03,0.03
595,0.01,0.01,0.01,0.01,0.05
596,0.01,0.03,0.03,0.01,0.03
597,0.01,0.03,0.01,0.01,0.01
598,0.03,0.03,0.03,0.01,0.01
599,0.03,0.03,0.01,0.03,0.01
600,0.03,0.01,0.01,0.01,0.01
601,0.03,0.03,0.03,0.03,0.01
602,0.01,0.03,0.01,0.03,0.03
603,0.05,0.03,0.03,0.03,0.03
604,0.03,0.03,0.03,0.03,0.05
605,0.01,0.01,0.03,0.01,0.03
606,0.01,0.03,0.03,0.03,0.03
607,0.03,0.05,0.03,0.03,0.03
608,0.01,0.03,0.01,0.05,0.01
609,0.03,0.01,0.01,0.03,0.03
610,0.05,0.03,0.01,0.03,0.03
611,0.03,0.01,0.01,0.01,0.01
612,0.01,0.03,0.03,0.03,0.01
613,0.03,0.01,0.01,0.01,0.05
614,0.01,0.05,0.03,0.01,0.03
615,0.01,0.03,0.03,0.03,0.01
616,0.01,0.01,0.03,0.03,0.01
617,0.01,0.01,0.03,0.03,0.01
618,0.03,0.01,0.05,0.05,0.01
619,0.03,0.01,0.03,0.01,0.01
620,0.01,0.03,0.03,0.01,0.01
621,0.01,0.03,0.03,0.03,0.01
622,0.01,0.03,0.03,0.03,0.03
623,0.01,0.01,0.03,0.01,0.03
624,0.01,0.05,0.01,0.01,0.03
625,0.03,0.01,0.01,0.01,0.03
626,0.03,0.03,0.03,0.05,0.05
627,0.03,0.03,0.01,0.01,0.03
628,0.01,0.03,0.01,0.03,0.01
629,0.03,0.01,0.01,0.03,0.01
630,0.03,0.05,0.03,0.03,0.03
631,0.03,0.03,0.03,0.03,0.03
632,0.03,0.01,0.01,0.03,0.05
633,0.01,0.01,0.01,0.01,0.01
634,0.05,0.01,0.03,0.03,0.03
635,0.01,0.03,0.01,0.03,0.03
