,0,1,2,3,4
60,0.01,0.01,0.01,0.03,0.01
61,0.01,0.01,0.01,0.01,0.01
62,0.01,0.01,0.01,0.01,0.01
63,0.01,0.01,0.01,0.01,0.01
64,0.01,0.01,0.01,0.01,0.01
65,0.01,0.01,0.01,0.01,0.01
66,0.01,0.01,0.01,0.01,0.01
67,0.05,0.01,0.05,0.01,0.01
68,0.03,0.05,0.03,0.01,0.01
69,0.03,0.05,0.03,0.01,0.01
70,0.01,0.03,0.01,0.05,0.01
71,0.03,0.01,0.03,0.03,0.05
72,0.01,0.03,0.01,0.03,0.03
73,0.01,0.01,0.01,0.01,0.03
74,0.01,0.01,0.01,0.03,0.01
75,0.01,0.01,0.01,0.01,0.03
76,0.01,0.01,0.01,0.01,0.01
77,0.05,0.01,0.05,0.01,0.01
78,0.03,0.05,0.03,0.01,0.01
79,0.01,0.03,0.03,0.01,0.01
80,0.01,0.01,0.01,0.05,0.01
81,0.01,0.01,0.01,0.03,0.03
82,0.03,0.03,0.03,0.01,0.03
83,0.03,0.03,0.03,0.01,0.01
84,0.03,0.03,0.03,0.01,0.01
85,0.03,0.03,0.03,0.03,0.03
86,0.03,0.03,0.03,0.03,0.03
87,0.03,0.01,0.03,0.03,0.03
88,0.01,0.03,0.01,0.03,0.03
89,0.03,0.03,0.03,0.03,0.03
90,0.03,0.01,0.03,0.03,0.01
91,0.01,0.03,0.05,0.01,0.03
92,0.03,0.01,0.01,0.03,0.03
93,0.01,0.03,0.03,0.03,0.01
94,0.03,0.01,0.01,0.01,0.03
95,0.01,0.03,0.03,0.03,0.01
96,0.03,0.01,0.01,0.01,0.03
97,0.01,0.01,0.03,0.03,0.01
98,0.01,0.03,0.01,0.01,0.03
99,0.03,0.01,0.01,0.03,0.01
100,0.01,0.03,0.03,0.01,0.01
101,0.03,0.01,0.01,0.01,0.03
102,0.01,0.01,0.03,0.03,0.01
103,0.01,0.01,0.01,0.01,0.03
104,0.01,0.03,0.01,0.03,0.01
105,0.03,0.03,0.01,0.01,0.01
106,0.03,0.05,0.03,0.01,0.01
107,0.05,0.03,0.03,0.01,0.03
108,0.03,0.01,0.05,0.03,0.03
109,0.03,0.01,0.05,0.03,0.05
110,0.03,0.01,0.03,0.05,0.03
111,0.01,0.01,0.03,0.03,0.01
112,0.01,0.03,0.01,0.03,0.03
113,0.01,0.01,0.01,0.03,0.01
114,0.03,0.03,0.01,0.01,0.01
115,0.01,0.03,0.03,0.01,0.01
116,0.03,0.01,0.01,0.01,0.03
117,0.03,0.05,0.03,0.03,0.01
118,0.01,0.03,0.03,0.01,0.03
119,0.05,0.03,0.01,0.03,0.03
120,0.03,0.01,0.05,0.03,0.01
121,0.03,0.03,0.05,0.01,0.05
122,0.01,0.01,0.03,0.05,0.05
123,0.03,0.03,0.01,0.03,0.03
124,0.01,0.07,0.03,0.03,0.01
125,0.03,0.05,0.01,0.01,0.01
126,0.07,0.03,0.03,0.03,0.01
127,0.05,0.01,0.07,0.01,0.03
128,0.03,0.03,0.07,0.03,0.07
129,0.01,0.03,0.03,0.07,0.03
130,0.03,0.03,0.01,0.05,0.03
131,0.01,0.01,0.01,0.03,0.01
132,0.03,0.01,0.01,0.01,0.03
133,0.01,0.01,0.03,0.03,0.01
134,0.01,0.03,0.01,0.01,0.03
135,0.01,0.03,0.01,0.03,0.01
136,0.03,0.01,0.01,0.01,0.01
137,0.03,0.03,0.03,0.01,0.01
138,0.01,0.03,0.03,0.01,0.03
139,0.03,0.03,0.01,0.03,0.03
140,0.03,0.07,0.03,0.03,0.01
141,0.03,0.05,0.03,0.01,0.03
142,,0.01,0.05,0.03,0.03
143,0.05,0.03,,0.03,0.03
144,0.01,0.01,0.03,0.03,
145,0.03,0.01,0.01,,0.05
146,0.01,0.01,0.03,0.05,0.01
147,0.01,0.01,0.01,0.01,0.03
148,0.01,0.03,0.01,0.03,0.01
149,0.01,0.03,0.01,0.01,0.01
150,0.01,0.03,0.01,0.01,0.01
151,0.01,0.03,0.01,0.01,0.01
152,0.03,0.03,0.01,0.01,0.01
153,0.01,0.03,0.03,0.01,0.01
154,0.03,0.01,0.01,0.01,0.03
155,0.03,0.03,0.03,0.03,0.01
156,0.03,0.03,0.05,0.01,0.03
157,0.01,0.01,0.03,0.03,0.03
158,0.03,0.03,0.01,0.03,0.03
159,0.01,0.01,0.03,0.03,0.01
160,0.03,0.01,0.01,0.01,0.03
161,0.01,0.01,0.03,0.03,0.01
162,0.01,0.01,0.01,0.01,0.03
163,0.01,0.03,0.01,0.03,0.01
164,0.01,0.03,0.01,0.01,0.01
165,0.03,0.03,0.01,0.01,0.01
166,0.03,0.03,0.03,0.01,0.01
167,0.03,0.03,0.03,0.01,0.03
168,0.03,0.03,0.03,0.03,0.03
169,0.05,0.03,0.03,0.03,0.03
170,0.03,0.01,0.03,0.01,0.03
171,0.03,0.05,0.03,0.03,0.05
172,0.01,0.01,0.03,0.05,0.03
173,0.03,0.03,0.01,0.03,0.03
174,0.01,0.03,0.03,0.03,0.01
175,0.03,0.01,0.01,0.01,0.03
176,0.01,0.03,0.03,0.03,0.01
177,0.01,0.01,0.03,0.01,0.03
178,0.01,0.03,0.01,0.03,0.03
179,0.01,0.01,0.03,0.01,0.01
180,0.01,0.01,0.01,0.01,0.01
181,0.03,0.03,0.03,0.01,0.01
182,0.03,0.03,0.01,0.01,0.01
183,0.03,0.01,0.01,0.01,0.03
184,0.03,0.01,0.03,0.03,0.03
185,0.01,0.03,0.03,0.03,0.03
186,0.01,0.01,0.01,0.03,0.03
187,0.03,0.01,0.01,0.03,0.01
188,0.01,0.03,0.03,0.01,0.01
189,0.01,0.03,0.01,0.01,0.03
190,0.03,0.03,0.01,0.03,0.01
191,0.03,0.03,0.03,0.03,0.01
192,0.01,0.01,0.03,0.01,0.05
193,0.03,0.03,0.03,0.03,0.03
194,0.01,0.01,0.03,0.03,0.01
195,0.03,0.01,0.01,0.03,0.03
196,0.01,0.01,0.03,0.03,0.01
197,0.01,0.01,0.01,0.01,0.03
198,0.01,0.01,0.01,0.03,0.01
199,0.01,0.03,0.01,0.01,0.01
200,0.01,0.01,0.01,0.01,0.01
201,0.01,0.01,0.01,0.01,0.01
202,0.01,0.01,0.01,0.01,0.01
203,0.01,0.01,0.01,0.01,0.01
204,0.01,0.03,0.01,0.03,0.01
205,0.03,0.01,0.03,0.01,0.01
206,0.01,0.03,0.01,0.01,0.01
207,0.03,0.01,0.03,0.01,0.03
208,0.01,0.01,0.01,0.01,0.01
209,0.01,0.01,0.01,0.03,0.03
210,0.01,0.03,0.01,0.01,0.01
211,0.03,0.01,0.03,0.03,0.01
212,0.01,0.01,0.01,0.01,0.01
213,0.01,0.01,0.01,0.01,0.03
214,0.01,0.03,0.01,0.01,0.01
215,0.03,0.03,0.03,0.03,0.01
216,0.05,0.03,0.03,0.01,0.01
217,0.05,0.03,0.05,0.01,0.03
218,0.03,0.05,0.03,0.01,0.03
219,0.05,0.05,0.05,0.01,0.05
220,0.05,0.05,0.05,0.03,0.03
221,0.05,0.03,0.05,0.03,0.05
222,0.03,0.03,0.03,0.05,0.05
223,0.03,0.03,0.03,0.03,0.05
224,0.03,0.03,0.03,0.03,0.05
225,0.05,0.05,0.03,0.05,0.03
226,0.05,0.05,0.05,0.05,0.03
227,0.03,0.03,0.05,0.05,0.03
228,0.03,0.03,0.03,0.05,0.05
229,0.01,0.01,0.03,0.03,0.05
230,0.03,0.03,0.01,0.03,0.03
231,0.03,0.01,0.03,0.03,0.03
232,0.05,0.05,0.01,0.05,0.01
233,0.01,0.03,0.05,0.05,0.03
234,0.01,0.03,0.03,0.03,0.01
235,0.01,0.03,0.03,0.03,0.05
236,0.03,0.03,0.03,0.03,0.03
237,0.01,0.01,0.03,0.01,0.03
238,0.05,0.01,0.01,0.03,0.03
239,0.05,0.03,0.01,0.01,0.03
240,0.05,0.05,0.03,0.03,0.01
241,,0.07,0.05,0.03,0.01
242,,,,0.03,0.03
243,0.07,0.07,,0.03,0.05
244,0.03,0.03,,0.03,
245,0.01,0.01,0.03,0.01,
246,0.03,0.03,0.01,0.01,0.07
247,0.03,0.03,0.03,0.03,0.03
248,0.03,0.03,0.03,0.05,0.01
249,0.03,0.03,0.03,0.07,0.03
250,0.03,0.05,0.03,,0.03
251,0.05,0.01,0.05,0.07,0.03
252,0.03,0.03,0.01,0.03,0.03
253,0.03,0.03,0.03,0.01,0.03
254,0.03,0.03,0.03,0.03,0.05
255,0.05,0.05,0.03,0.03,0.03
256,0.03,0.03,0.05,0.03,0.03
257,0.01,0.01,0.03,0.03,0.03
258,0.03,0.01,0.01,0.05,0.05
259,0.07,0.07,0.03,0.01,0.03
260,0.05,0.05,0.07,0.03,0.01
261,0.01,0.01,0.05,0.03,0.03
262,0.05,0.05,0.01,0.05,0.07
263,0.05,0.05,0.05,0.05,0.05
264,0.05,0.05,0.05,0.03,0.01
265,0.05,0.05,0.07,0.01,0.05
266,0.03,0.03,0.05,0.03,0.07
267,0.03,0.03,0.03,0.07,0.07
268,0.03,0.03,0.03,0.05,0.05
269,0.01,0.01,0.03,0.01,0.03
270,0.01,0.01,0.01,0.05,0.03
271,0.01,0.01,0.01,0.05,0.03
272,0.05,0.05,0.01,0.07,0.01
273,0.01,0.01,0.05,0.05,0.01
274,0.03,0.03,0.01,0.03,0.01
275,0.03,0.03,0.03,0.03,0.05
276,0.01,0.01,0.03,0.03,0.01
277,0.03,0.03,0.01,0.01,0.03
278,0.01,0.01,0.03,0.01,0.03
279,0.01,0.01,0.01,0.01,0.01
280,0.03,0.03,0.01,0.05,0.03
281,0.03,0.03,0.03,0.01,0.01
282,0.03,0.03,0.03,0.03,0.01
283,0.03,0.03,0.03,0.03,0.03
284,0.03,0.03,0.03,0.01,0.03
285,0.03,0.03,0.03,0.03,0.03
286,0.03,0.03,0.03,0.01,0.03
287,0.03,0.03,0.03,0.01,0.03
288,0.01,0.01,0.03,0.03,0.03
289,0.01,0.01,0.01,0.03,0.03
290,0.03,0.03,0.01,0.03,0.03
291,0.05,0.03,0.03,0.03,0.01
292,0.05,0.05,0.05,0.03,0.01
293,0.03,0.03,0.05,0.03,0.03
294,0.01,0.01,0.03,0.03,0.03
295,0.03,0.03,0.01,0.03,0.05
296,0.03,0.03,0.03,0.01,0.03
297,0.03,0.03,0.03,0.01,0.01
298,,,0.03,0.03,0.03
299,0.07,0.07,,0.03,0.03
300,0.03,0.03,0.07,0.05,0.03
301,0.03,0.03,0.03,0.03,
302,0.01,0.01,0.03,0.01,0.07
303,0.05,0.05,0.01,0.03,0.03
304,0.03,0.03,0.05,0.03,0.03
305,0.01,0.03,0.03,0.03,0.01
306,0.01,0.01,0.01,,0.05
307,0.01,0.01,0.01,0.07,0.03
308,0.03,0.03,0.01,0.03,0.01
309,0.01,0.01,0.05,0.03,0.01
310,0.03,0.03,0.01,0.01,0.01
311,0.07,0.05,0.03,0.05,0.03
312,0.05,0.05,0.05,0.03,0.01
313,0.01,0.01,0.05,0.03,0.03
314,0.03,0.03,0.01,0.01,0.05
315,0.07,0.07,0.03,0.01,0.05
316,0.01,0.01,0.07,0.03,0.01
317,0.03,0.03,0.01,0.01,0.03
318,0.03,0.03,0.03,0.03,0.07
319,0.03,0.03,0.03,0.05,0.01
320,0.01,0.01,0.03,0.05,0.03
321,0.01,0.01,0.01,0.01,0.03
322,0.03,0.03,0.01,0.03,0.03
323,0.01,0.01,0.03,0.07,0.01
324,0.01,0.01,0.01,0.01,0.01
325,0.01,0.01,0.01,0.03,0.03
326,0.01,0.01,0.01,0.03,0.01
327,0.03,0.03,0.01,0.03,0.01
328,0.03,0.03,0.03,0.01,0.01
329,0.01,0.01,0.03,0.01,0.01
330,0.03,0.03,0.01,0.03,0.03
331,0.03,0.03,0.03,0.01,0.03
332,0.05,0.03,0.03,0.01,0.01
333,0.03,0.03,0.03,0.01,0.03
334,0.05,0.05,0.03,0.01,0.03
335,0.03,0.03,0.03,0.03,0.03
336,0.03,0.01,0.03,0.03,0.01
337,0.01,0.01,0.05,0.01,0.03
338,0.01,0.01,0.01,0.03,0.03
339,0.01,0.01,0.03,0.03,0.05
340,0.03,0.03,0.03,0.03,0.03
341,0.03,0.03,0.05,0.03,0.01
342,0.03,0.03,0.01,0.03,0.05
343,0.01,0.01,0.01,0.03,0.03
344,0.01,0.01,0.01,0.05,0.01
345,0.01,0.01,0.01,0.03,0.01
346,0.03,0.03,0.01,0.01,0.01
347,0.03,0.03,0.05,0.05,0.01
348,0.01,0.01,0.03,0.03,0.01
349,0.03,0.03,0.03,0.01,0.03
350,0.05,0.05,0.03,0.01,0.01
351,0.05,0.05,0.05,0.01,0.03
352,0.01,0.01,0.05,0.01,0.03
353,0.03,0.01,0.01,0.01,0.05
354,0.01,0.01,0.01,0.03,0.05
355,0.01,0.01,0.01,0.01,0.01
356,0.01,0.01,0.01,0.03,0.01
357,0.03,0.03,0.01,0.03,0.01
358,0.01,0.01,0.03,0.05,0.01
359,0.03,0.01,0.01,0.05,0.01
360,0.01,0.03,0.01,0.01,0.03
361,0.01,0.01,0.03,0.01,0.01
362,0.01,0.01,0.01,0.01,0.01
363,0.03,0.03,0.01,0.01,0.03
364,0.03,0.03,0.03,0.01,0.01
365,0.01,0.01,0.03,0.03,0.01
366,0.03,0.03,0.01,0.01,0.03
367,0.01,0.01,0.03,0.05,0.03
368,0.01,0.01,0.01,0.01,0.01
369,0.03,0.01,0.01,0.01,0.03
370,0.05,0.05,0.01,0.03,0.01
371,0.03,0.03,0.05,0.03,0.01
372,0.01,0.01,0.03,0.03,0.01
373,0.03,0.03,0.01,0.01,0.03
374,0.01,0.01,0.01,0.03,0.03
375,0.03,0.03,0.01,0.01,0.01
376,0.03,0.03,0.03,0.01,0.01
377,0.03,0.03,0.03,0.01,0.01
378,0.03,0.03,0.03,0.05,0.03
379,0.03,0.03,0.03,0.03,0.03
380,0.03,0.03,0.03,0.01,0.03
381,0.03,0.03,0.03,0.03,0.03
382,0.03,0.01,0.01,0.01,0.03
383,0.05,0.05,0.03,0.03,0.03
384,0.05,0.05,0.05,0.03,0.03
385,,,0.05,0.01,0.03
386,0.05,0.05,,0.03,0.05
387,,,0.07,0.03,0.03
388,0.03,0.03,,0.01,
389,0.01,0.01,0.03,0.01,0.07
390,0.01,0.01,0.01,0.03,
391,0.03,0.03,0.01,0.05,0.03
392,0.01,0.01,0.03,0.05,0.01
393,0.05,0.05,0.01,0.07,0.01
394,0.01,0.01,0.05,0.07,0.03
395,0.03,0.03,0.01,,0.01
396,0.01,0.01,0.01,0.03,0.05
397,0.01,0.01,0.01,0.01,0.01
398,0.03,0.03,0.03,0.01,0.01
399,0.01,0.01,0.03,0.03,0.01
400,0.01,0.01,0.01,0.01,0.03
401,0.01,0.01,0.01,0.05,0.05
402,0.01,0.01,0.01,0.01,0.01
403,0.01,0.01,0.01,0.01,0.01
404,0.01,0.01,0.01,0.01,0.01
405,0.01,0.01,0.01,0.01,0.01
406,0.03,0.03,0.01,0.03,0.01
407,0.03,0.03,0.03,0.01,0.01
408,0.03,0.03,0.03,0.01,0.01
409,,,0.03,0.01,0.03
410,,,,0.01,0.03
411,,0.07,,0.01,0.05
412,0.07,0.05,0.07,0.01,
413,0.07,0.07,0.05,0.01,
414,0.03,0.03,0.07,0.03,0.07
415,0.03,0.03,0.03,0.05,0.05
416,0.01,0.01,0.03,0.03,0.07
417,0.05,0.05,0.01,,0.03
418,0.03,0.03,0.05,,0.03
419,0.01,0.01,0.03,0.05,0.01
420,0.01,0.01,0.01,0.05,0.05
421,0.05,0.05,0.01,0.07,0.03
422,0.03,0.05,0.01,0.03,0.01
423,0.03,0.03,0.03,0.03,0.01
424,0.05,0.05,0.03,0.01,0.05
425,0.01,0.01,0.05,0.05,0.03
426,0.01,0.01,0.01,0.03,0.03
427,0.01,0.01,0.01,0.01,0.05
428,0.01,0.01,0.01,0.01,0.01
429,0.05,0.03,0.01,0.05,0.01
430,,,0.05,0.03,0.01
431,0.07,,,0.03,0.01
432,,0.07,0.07,0.05,0.03
433,0.03,0.03,,0.01,
434,0.07,0.07,0.03,0.01,0.07
435,0.07,0.07,0.05,0.01,
436,0.05,0.05,,0.01,0.03
437,0.01,0.01,0.05,0.05,0.07
438,0.03,0.03,0.01,,0.07
439,0.03,0.03,0.03,0.07,0.05
440,0.01,0.01,0.03,,0.01
441,0.05,0.05,0.01,0.01,0.03
442,0.05,0.07,0.07,0.07,0.03
443,0.07,0.05,0.05,0.07,0.01
444,0.03,0.03,0.07,0.05,0.05
445,0.03,0.03,0.03,0.01,0.05
446,0.03,0.03,0.01,0.03,0.07
447,0.05,0.05,0.03,0.03,0.03
448,0.03,0.03,0.05,0.01,0.03
449,0.01,0.01,0.05,0.05,0.03
450,0.01,0.01,0.01,0.07,0.05
451,0.01,0.01,0.01,0.07,0.03
452,0.05,0.03,0.01,0.03,0.01
453,0.01,0.01,0.05,0.01,0.01
454,0.05,0.03,0.03,0.03,0.01
455,0.03,0.03,0.05,0.05,0.03
456,0.03,0.05,0.03,0.03,0.01
457,0.03,0.03,0.05,0.01,0.05
458,0.07,0.07,0.03,0.01,0.03
459,0.01,0.01,0.07,0.01,0.05
460,0.03,0.03,0.01,0.03,0.03
461,0.05,0.03,0.03,0.01,0.07
462,0.01,0.01,0.03,0.03,0.01
463,0.01,0.03,0.01,0.03,0.03
464,0.01,0.01,0.01,0.03,0.05
465,0.01,0.01,0.01,0.03,0.01
466,0.03,0.03,0.03,0.07,0.01
467,0.01,0.01,0.03,0.01,0.01
468,0.01,0.01,0.03,0.03,0.03
469,0.03,0.03,0.03,0.03,0.03
470,0.01,0.01,0.03,0.01,0.03
471,0.01,0.01,0.01,0.01,0.03
472,0.03,0.03,0.01,0.01,0.03
473,0.05,0.05,0.03,0.03,0.01
474,0.01,0.01,0.03,0.03,0.01
475,0.01,0.01,0.01,0.03,0.03
476,0.01,0.01,0.01,0.03,0.05
477,0.03,0.03,0.01,0.03,0.01
478,0.01,0.01,0.01,0.01,0.03
479,0.01,0.01,0.01,0.01,0.03
480,0.05,0.05,0.01,0.03,0.01
481,0.03,0.03,0.05,0.03,0.01
482,0.05,0.03,0.03,0.01,0.01
483,0.01,0.01,0.05,0.01,0.05
484,0.01,0.01,0.01,0.01,0.03
485,0.03,0.03,0.01,0.01,0.03
486,0.03,0.03,0.03,0.01,0.01
487,0.01,0.01,0.03,0.01,0.01
488,0.01,0.01,0.01,0.05,0.03
489,0.01,0.01,0.01,0.03,0.03
490,0.05,0.05,0.01,0.05,0.01
491,0.03,0.05,0.03,0.01,0.01
492,0.01,0.01,0.03,0.01,0.01
493,0.03,0.03,0.01,0.03,0.03
494,0.03,0.01,0.03,0.03,0.05
495,0.03,0.01,0.03,0.01,0.01
496,0.01,0.01,0.03,0.01,0.03
497,0.03,0.03,0.01,0.01,0.03
498,0.01,0.01,0.03,0.03,0.03
499,0.01,0.01,0.01,0.05,0.01
500,0.01,0.01,0.01,0.01,0.03
501,0.03,0.05,0.01,0.03,0.01
502,0.03,0.03,0.03,0.03,0.01
503,0.05,0.05,0.03,0.03,0.01
504,0.03,0.03,0.05,0.01,0.03
505,0.03,0.03,0.03,0.03,0.05
506,0.03,0.03,0.03,0.01,0.05
507,0.01,0.01,0.03,0.01,0.01
508,0.07,0.05,0.01,0.01,0.03
509,0.05,0.05,0.05,0.03,0.03
510,0.05,0.03,0.05,0.05,0.01
511,0.03,0.03,0.03,0.05,0.05
512,0.03,0.01,0.03,0.03,0.05
513,0.03,0.05,0.01,0.03,0.03
514,0.03,0.05,0.05,0.03,0.03
515,0.03,0.03,0.03,0.01,0.01
516,0.01,0.01,0.03,0.05,0.05
517,0.01,0.01,0.01,0.05,0.03
518,0.01,0.01,0.01,0.03,0.01
519,0.03,0.03,0.01,0.01,0.01
520,0.05,0.05,0.03,0.01,0.01
521,0.03,0.03,0.05,0.05,0.01
522,0.01,0.01,0.03,0.03,0.03
523,0.01,0.01,0.01,0.01,0.05
524,0.03,0.03,0.01,0.01,0.03
525,0.01,0.03,0.03,0.01,0.01
526,0.01,0.01,0.01,0.01,0.01
527,0.03,0.01,0.01,0.03,0.03
528,0.03,0.01,0.03,0.05,0.01
529,0.01,0.05,0.03,0.03,0.01
530,0.01,0.03,0.01,0.01,0.03
531,0.01,0.01,0.01,0.01,0.03
532,0.03,0.03,0.01,0.03,0.01
533,0.01,0.03,0.03,0.03,0.01
534,0.01,0.01,0.01,0.01,0.01
535,0.01,0.01,0.01,0.01,0.03
536,0.01,0.01,0.01,0.01,0.01
537,0.01,0.01,0.03,0.03,0.01
538,0.03,0.01,0.01,0.03,0.01
539,0.03,0.03,0.03,0.01,0.01
540,0.01,0.03,0.03,0.03,0.01
541,0.01,0.03,0.01,0.03,0.03
542,0.03,0.03,0.01,0.01,0.03
543,0.05,0.05,0.03,0.01,0.01
544,0.07,0.05,0.05,0.01,0.01
545,0.07,0.05,0.07,0.01,0.03
546,0.05,0.05,0.05,0.03,0.05
547,0.03,0.05,0.05,0.03,0.07
548,0.03,0.05,0.03,0.01,0.05
549,0.03,0.01,0.05,0.01,0.05
550,0.03,0.03,0.03,0.03,0.05
551,0.03,0.05,0.01,0.05,0.05
552,0.01,0.05,0.01,0.07,0.01
553,0.01,0.03,0.01,0.07,0.03
554,0.01,0.03,0.01,0.05,0.03
555,0.01,0.03,0.01,0.03,0.05
556,0.01,0.01,0.01,0.05,0.03
557,0.01,0.03,0.01,0.03,0.03
558,0.01,0.03,0.01,0.01,0.03
559,0.01,0.03,0.01,0.03,0.01
560,0.03,0.01,0.01,0.01,0.03
561,0.01,0.01,0.03,0.01,0.03
562,0.03,0.01,0.01,0.01,0.03
563,0.03,0.01,0.03,0.01,0.03
564,0.01,0.01,0.03,0.01,0.01
565,0.01,0.03,0.03,0.01,0.01
566,0.01,0.01,0.03,0.01,0.01
567,0.01,0.03,0.01,0.01,0.01
568,0.03,0.03,0.03,0.03,0.03
569,0.03,0.03,0.01,0.01,0.01
570,0.03,0.03,0.03,0.03,0.03
571,0.03,0.01,0.03,0.03,0.01
572,0.03,0.01,0.01,0.03,0.03
573,0.03,0.01,0.01,0.03,0.03
574,0.03,0.01,0.01,0.01,0.01
575,0.03,0.03,0.01,0.03,0.01
576,0.03,0.03,0.03,0.01,0.01
577,,,0.03,0.03,0.01
578,,0.05,,0.03,0.03
579,0.05,0.05,0.05,0.01,0.03
580,0.01,0.03,0.05,0.01,
581,0.01,0.01,0.01,0.01,0.05
582,0.01,0.01,0.01,0.01,0.05
583,0.03,0.03,0.01,0.03,0.01
584,0.03,0.03,0.03,0.03,0.01
585,0.03,0.03,0.03,0.07,0.01
586,0.01,0.01,0.01,0.07,0.03
587,0.01,0.01,0.03,0.03,0.03
588,0.01,0.03,0.01,0.01,0.03
589,0.03,0.03,0.03,0.01,0.01
590,0.03,0.03,0.03,0.01,0.01
591,0.03,0.03,0.03,0.03,0.03
592,0.01,0.01,0.03,0.03,0.03
593,0.03,0.03,0.01,0.01,0.03
594,0.03,0.03,0.03,0.03,0.03
595,0.05,0.05,0.03,0.01,0.01
596,0.03,0.03,0.05,0.03,0.03
597,0.01,0.01,0.03,0.03,0.03
598,0.03,0.03,0.01,0.03,0.05
599,0.03,0.03,0.03,0.03,0.03
600,0.03,0.03,0.03,0.01,0.01
601,0.05,0.05,0.03,0.03,0.03
602,0.03,0.03,0.05,0.03,0.03
603,0.03,0.03,0.03,0.05,0.03
604,0.01,0.01,0.03,0.03,0.05
605,0.01,0.01,0.01,0.01,0.03
606,0.01,0.01,0.01,0.03,0.03
607,0.01,0.01,0.01,0.03,0.01
608,0.01,0.01,0.01,0.03,0.01
609,0.03,0.03,0.01,0.05,0.01
610,0.07,0.07,0.03,0.03,0.01
611,0.07,0.07,0.07,0.03,0.01
612,0.03,0.01,0.07,0.01,0.03
613,0.03,0.01,0.01,0.01,0.07
614,0.03,0.03,0.01,0.01,0.07
615,0.01,0.01,0.03,0.01,0.03
616,0.01,0.01,0.01,0.03,0.01
617,0.03,0.03,0.01,0.03,0.03
618,0.01,0.01,0.03,0.07,0.01
619,0.01,0.01,0.01,0.07,0.01
620,0.01,0.01,0.01,0.01,0.03
621,0.03,0.05,0.01,0.01,0.01
622,0.01,0.01,0.05,0.03,0.01
623,0.01,0.01,0.01,0.01,0.01
624,0.03,0.03,0.01,0.01,0.05
625,0.01,0.01,0.03,0.03,0.01
626,0.01,0.01,0.01,0.01,0.01
627,0.03,0.03,0.03,0.01,0.03
628,0.03,0.03,0.03,0.01,0.01
629,0.01,0.01,0.01,0.03,0.03
630,0.03,0.03,0.01,0.01,0.03
631,0.01,0.01,0.03,0.01,0.03
632,0.01,0.01,0.01,0.03,0.01
633,0.03,0.03,0.01,0.01,0.03
634,0.05,0.05,0.03,0.03,0.01
635,0.01,0.01,0.03,0.03,0.01
636,0.01,0.01,0.01,0.03,0.05
637,0.03,0.03,0.01,0.01,0.05
638,0.01,0.01,0.03,0.03,0.01
639,0.01,0.03,0.03,0.01,0.01
640,0.05,0.05,0.01,0.01,0.03
641,0.03,0.03,0.05,0.03,0.01
