,confidence,action
662,0.784967,12
663,0.94958425,7
664,0.88482815,7
665,0.6905948,7
666,0.5660237,8
667,0.59679085,0
668,0.7447891,7
669,0.9809177,7
670,0.9971675,8
671,0.937296,7
672,0.9995142,8
673,0.8942801,2
674,0.62174743,8
675,0.9365096,3
676,0.977831,9
677,0.65261334,3
678,0.820024,11
679,0.8968168,11
680,0.72904813,11
681,0.7074564,13
682,0.52870524,12
683,0.41569215,17
684,0.82514954,12
685,0.8772983,17
686,0.9842275,12
687,0.52244127,6
688,0.8578839,8
689,0.6396386,6
690,0.93085825,7
691,0.9312834,6
692,0.9996512,8
693,0.52323276,6
694,0.9994247,8
695,0.9598297,2
696,0.9996118,8
697,0.8963289,2
698,0.999977,8
699,0.47022256,8
700,0.84059215,8
701,0.31042764,9
702,0.46438515,11
703,0.93248314,11
704,0.98233485,12
705,0.7663721,13
706,0.50572664,12
707,0.82745296,12
708,0.89909136,17
709,0.45989,14
710,0.40625376,12
711,0.5685411,6
712,0.62782675,7
713,0.9451401,6
714,0.74053806,8
715,0.5023952,3
716,0.6462861,8
717,0.5540118,6
718,0.99991333,8
719,0.47239867,7
720,0.9966876,8
721,0.6940715,1
722,0.99999344,8
723,0.69138867,6
724,0.99917185,8
725,0.49553764,9
726,0.47928932,11
727,0.75261617,11
728,0.8234619,12
729,0.60180235,12
730,0.9930888,12
731,0.6114402,13
732,0.82893777,13
733,0.46605697,6
734,0.77118295,15
735,0.73082364,6
736,0.96533906,8
737,0.5472416,3
738,0.99993205,8
739,0.65206826,6
740,0.9970782,8
741,0.964533,6
742,0.9679474,8
743,0.7135478,1
744,0.98122865,8
745,0.6283255,8
746,0.99007237,8
747,0.9814709,8
748,0.96461517,8
749,0.96291864,6
750,0.41969183,9
751,0.7396532,12
752,0.9407254,12
753,0.9277946,12
754,0.7399697,12
755,0.9180635,12
756,0.98156345,13
757,0.8357018,13
758,0.9742978,15
759,0.9575315,7
760,0.96397316,7
761,0.78725135,7
762,0.73620456,7
763,0.88828987,8
764,0.8284285,7
765,0.69958985,8
766,0.9835324,8
767,0.5480114,8
768,0.8262657,8
769,0.54565465,9
770,0.5452914,9
771,0.7202882,9
772,0.9641752,8
773,0.69150805,3
774,0.76427734,11
775,0.99514467,11
776,0.6162574,12
777,0.8379818,12
778,0.98494893,12
779,0.87885225,12
780,0.74661314,15
781,0.4272474,13
782,0.9105218,8
783,0.9881215,7
784,0.9912866,7
785,0.49477935,7
786,0.5648453,7
787,0.6155027,8
788,0.9796394,8
789,0.5078339,5
790,0.95484364,8
791,0.67628485,9
792,0.9937365,8
793,0.4337052,7
794,0.51197404,8
795,0.5482632,3
796,0.48939538,8
797,0.39736402,5
798,0.71659535,11
799,0.5711467,12
800,0.8993014,12
801,0.8897142,13
802,0.82528925,12
803,0.53405607,12
804,0.8171822,12
805,0.7975969,13
806,0.7605909,17
807,0.99519,7
808,0.84086233,7
809,0.70953935,7
810,0.5927381,8
811,0.9480495,7
812,0.9997831,8
813,0.7472885,9
814,0.9998221,8
815,0.44741762,7
816,0.99978834,8
817,0.6219954,7
818,0.6938604,8
819,0.48151225,5
820,0.8609128,8
821,0.83859915,3
822,0.99340445,11
823,0.99977964,11
824,0.6272879,11
825,0.9562339,12
826,0.9806568,12
827,0.8359362,13
828,0.94297355,12
829,0.70868874,12
830,0.68352586,17
831,0.97948575,10
832,0.58789194,7
833,0.9953081,7
834,0.5979194,8
835,0.7968316,7
836,0.9487724,8
837,0.9421442,7
838,0.9979202,8
839,0.8712903,7
840,0.88132024,8
841,0.6859502,2
842,0.9030512,8
843,0.31154716,9
844,0.9942814,8
845,0.6649358,9
846,0.68809354,11
847,0.99556446,11
848,0.83720475,12
849,0.95709497,13
850,0.87211007,13
851,0.61329156,11
852,0.91280085,17
853,0.8057554,17
854,0.9217949,12
855,0.7732256,10
856,0.82644886,7
857,0.6147425,7
858,0.9706265,8
859,0.87021446,8
860,0.99900633,8
861,0.950868,8
862,0.9990164,8
863,0.95719695,2
864,0.5172552,9
865,0.4049482,8
866,0.9867452,8
867,0.9914641,8
868,0.98148406,8
869,0.72900534,9
870,0.48559397,8
871,0.9844454,11
872,0.9868695,12
873,0.9073342,12
874,0.9736128,12
875,0.7688471,12
876,0.32284373,11
877,0.85503775,17
878,0.54859406,12
879,0.74594396,2
880,0.91228485,8
881,0.680064,8
882,0.8838642,7
883,0.6156236,3
884,0.8945456,8
885,0.8576685,8
886,0.98336625,8
887,0.3451936,9
888,0.99959594,8
889,0.6697896,8
890,0.99999976,8
891,0.46410295,6
892,0.83177894,8
893,0.94881135,9
894,0.81425357,11
895,0.383041,11
896,0.9902892,12
897,0.9151695,12
898,0.9772689,12
899,0.9495377,13
900,0.43938458,13
901,0.54917634,6
902,0.6856071,15
903,0.66559815,6
904,0.5022487,7
905,0.66980237,3
906,0.98909,8
907,0.9948348,8
908,0.90462434,8
909,0.63864285,8
910,0.9999329,8
911,0.6046384,2
912,0.95575476,9
913,0.62338215,9
914,0.99978954,8
915,0.84724605,6
916,0.9445105,8
917,0.8074125,9
918,0.8521909,12
919,0.97741747,11
920,0.8968655,12
921,0.61121696,13
922,0.6609935,13
923,0.6805755,12
924,0.9668551,13
925,0.7194082,13
926,0.91133636,15
927,0.98485863,7
928,0.8762112,7
929,0.8607606,3
930,0.76246667,7
931,0.87038076,8
932,0.9985757,8
933,0.43414924,6
934,0.98278934,8
935,0.71584725,8
936,0.89921176,8
937,0.44636732,7
938,0.8437152,8
939,0.6886475,9
940,0.9915344,8
941,0.47166434,6
942,0.4916725,11
943,0.9805886,11
944,0.9075123,12
945,0.8374166,12
946,0.7074806,13
947,0.8667216,12
948,0.69584596,11
949,0.37681964,12
950,0.35347733,15
951,0.97762644,7
952,0.9990565,7
953,0.65912306,7
954,0.98457307,7
955,0.94187814,8
956,0.99726665,8
957,0.5201159,3
958,0.9999883,8
959,0.50436884,6
960,0.97030455,8
961,0.73504114,6
962,0.9674155,8
963,0.6607255,9
964,0.5034339,8
965,0.83505994,3
966,0.8020095,11
967,0.9640447,11
968,0.6187682,11
969,0.84955394,12
970,0.99340606,12
971,0.8948574,12
972,0.5194253,17
973,0.9092452,11
974,0.28478435,17
975,0.9647333,7
976,0.96726495,7
977,0.98733586,7
978,0.5899348,8
979,0.9811937,7
980,0.99118704,8
981,0.92254615,7
982,0.99601644,8
983,0.56208485,7
984,0.99855965,8
985,0.8486024,7
986,0.90664774,8
987,0.54653734,3
988,0.70177585,8
989,0.6803211,3
990,0.97881544,11
991,0.9995677,11
992,0.940617,11
993,0.99036145,12
994,0.9740747,12
995,0.34714958,12
996,0.53342456,12
997,0.27540234,17
998,0.8341834,17
999,0.9613544,10
1000,0.9751105,7
1001,0.996664,7
1002,0.7679212,8
1003,0.69020313,7
1004,0.94960165,8
1005,0.9958722,7
1006,0.9990295,8
1007,0.64063424,7
1008,0.9562932,9
1009,0.5233096,2
1010,0.5843335,9
1011,0.7067483,6
1012,0.9884975,8
1013,0.45887688,9
1014,0.84909123,11
1015,0.99007297,12
1016,0.7260959,11
1017,0.9964036,12
1018,0.9227474,12
1019,0.43550393,12
1020,0.913425,17
1021,0.3673718,17
1022,0.92586315,12
1023,0.9392333,7
1024,0.8036139,8
1025,0.47527927,6
1026,0.8704552,8
1027,0.8834842,6
1028,0.99983525,8
1029,0.45789284,3
1030,0.99999714,8
1031,0.6609802,8
1032,0.7555655,8
1033,0.85064703,2
1034,0.9586366,8
1035,0.7522486,3
1036,0.9999031,8
1037,0.9836569,9
1038,0.5664911,9
1039,0.9345872,11
1040,0.98613226,11
1041,0.9738148,12
1042,0.9968645,12
1043,0.9764346,12
1044,0.902025,11
1045,0.70156336,12
1046,0.55054075,15
1047,0.6596141,6
1048,0.7649087,6
1049,0.9218569,8
1050,0.6240801,6
1051,0.9906632,8
1052,0.49541414,3
1053,0.9998833,8
1054,0.5281588,3
1055,0.9998658,8
1056,0.54714733,8
1057,0.9526342,8
1058,0.68508875,6
1059,0.71739393,9
1060,0.67935973,8
1061,0.99981874,8
1062,0.965963,9
1063,0.7148772,11
1064,0.9903736,12
1065,0.76786727,11
1066,0.99336064,12
1067,0.8992249,12
1068,0.94139576,13
1069,0.5000846,15
1070,0.4632803,17
1071,0.64750963,7
1072,0.82169515,8
1073,0.96597856,8
1074,0.39383295,8
1075,0.99309057,8
1076,0.73878676,6
1077,0.9998534,8
1078,0.70286584,8
1079,0.9991941,8
1080,0.75521976,3
1081,0.9962591,8
1082,0.7404461,8
1083,0.9467965,8
1084,0.49918225,8
1085,0.99984956,8
1086,0.38168833,9
1087,0.52312714,8
1088,0.9629748,12
1089,0.769568,15
1090,0.98857427,13
1091,0.71188843,12
1092,0.9615599,13
1093,0.3774995,13
1094,0.5443256,12
1095,0.72876877,8
1096,0.958854,8
1097,0.99146163,7
1098,0.9289693,7
1099,0.7185855,8
1100,0.7263208,8
1101,0.99838984,8
1102,0.8877698,8
1103,0.99008805,8
1104,0.73567367,9
1105,0.5272349,9
1106,0.8800252,5
1107,0.98635733,8
1108,0.40540257,3
1109,0.99924004,8
1110,0.6864451,10
1111,0.99268895,12
1112,0.8947361,12
1113,0.8353302,12
1114,0.98617494,12
1115,0.84348196,13
1116,0.6602487,12
1117,0.53892714,13
1118,0.31328714,12
1119,0.7704611,7
1120,0.9647128,8
1121,0.98800683,7
1122,0.9601354,8
1123,0.99903274,8
1124,0.82177174,7
1125,0.9999982,8
1126,0.5389041,9
1127,0.97861105,8
1128,0.84492815,7
1129,0.7747446,9
1130,0.5246863,1
1131,0.65803933,8
1132,0.7166315,5
1133,0.689258,11
1134,0.90293324,10
1135,0.91639704,11
1136,0.70573705,13
1137,0.99870384,12
1138,0.9949508,12
1139,0.94664866,12
1140,0.989431,11
1141,0.53240484,17
1142,0.43076903,10
1143,0.97213584,7
1144,0.9226091,7
1145,0.8169493,8
1146,0.97363305,7
1147,0.94169754,8
1148,0.89175737,7
1149,0.99995697,8
1150,0.4841246,7
1151,0.9999044,8
1152,0.528272,7
1153,0.82994354,9
1154,0.9224551,1
1155,0.8524553,8
1156,0.3188129,5
1157,0.81131095,7
1158,0.62900597,11
1159,0.94069844,11
1160,0.8284852,13
1161,0.77980834,12
1162,0.59494436,13
1163,0.43542042,12
1164,0.6852128,11
1165,0.81189847,17
1166,0.4687221,12
1167,0.9787497,7
1168,0.9629638,7
1169,0.5486451,8
1170,0.98787665,7
1171,0.9069573,8
1172,0.9557063,8
1173,0.99484104,8
1174,0.9408806,7
1175,0.9997689,8
1176,0.8622031,2
1177,0.993934,8
1178,0.96739364,2
1179,0.9998264,8
1180,0.49981922,3
1181,0.52635884,11
1182,0.7819661,12
1183,0.99211884,11
1184,0.7714572,12
1185,0.8189258,12
1186,0.72582,13
1187,0.58010584,17
1188,0.58264154,12
1189,0.48026025,12
1190,0.7737991,12
1191,0.76835364,8
1192,0.45691457,6
1193,0.85617644,8
1194,0.94789004,6
1195,0.53767115,8
1196,0.89854395,6
1197,0.99990225,8
1198,0.508393,7
1199,0.9637647,8
1200,0.4961704,6
1201,0.783523,8
1202,0.8176906,2
1203,0.9998523,8
1204,0.63326836,9
1205,0.94966215,9
1206,0.43158603,11
1207,0.99478406,11
1208,0.5906722,12
1209,0.9678494,12
1210,0.98251456,13
1211,0.49887344,11
1212,0.5905611,11
1213,0.51990855,11
1214,0.9970788,12
1215,0.87505525,8
1216,0.81154656,8
1217,0.98564607,8
1218,0.56891626,3
1219,0.9871568,7
1220,0.9740408,8
1221,0.9496616,8
1222,0.8955236,6
1223,0.99409395,8
1224,0.65001684,6
1225,0.99851686,8
1226,0.977242,8
1227,0.9999205,8
1228,0.8424366,8
1229,0.95458657,8
1230,0.6166989,8
1231,0.8640558,11
1232,0.9047145,12
1233,0.7399267,12
1234,0.7420176,13
1235,0.7605423,17
1236,0.6190632,17
1237,0.4866222,10
1238,0.8448207,6
1239,0.9550198,8
1240,0.791135,3
1241,0.9810175,8
1242,0.79459757,8
1243,0.9082109,8
1244,0.57098806,3
1245,0.92222565,8
1246,0.6257756,6
1247,0.97913706,8
1248,0.80853415,8
1249,0.9837833,8
1250,0.9744081,8
1251,0.9980235,8
1252,0.6880574,9
1253,0.9269195,8
1254,0.32709593,9
1255,0.71174026,11
1256,0.9884858,12
1257,0.64749175,12
1258,0.9050675,13
1259,0.5045661,12
1260,0.8469759,12
1261,0.9019688,15
1262,0.7216944,12
1263,0.5646109,8
1264,0.89034706,3
1265,0.8208625,7
1266,0.49098808,7
1267,0.7609733,7
1268,0.63209563,6
1269,0.6714611,8
1270,0.79396486,3
1271,0.9981535,8
1272,0.27570698,6
1273,0.9980248,8
1274,0.559727,5
1275,0.99850464,8
1276,0.96541405,3
1277,0.99922824,8
1278,0.44266114,3
1279,0.61795205,12
1280,0.9944405,12
1281,0.7383136,12
1282,0.880028,13
1283,0.5230184,13
1284,0.99362165,13
1285,0.58799887,19
1286,0.75344646,17
1287,0.6920544,7
1288,0.85411716,8
1289,0.99571013,7
1290,0.97542167,8
1291,0.99912804,8
1292,0.664317,8
1293,0.99997103,8
1294,0.89355075,9
1295,0.9660846,8
1296,0.8763393,7
1297,0.86101127,9
1298,0.7031919,1
1299,0.8408378,8
1300,0.83640337,3
1301,0.78742784,11
1302,0.837213,10
1303,0.9967361,11
1304,0.5654272,12
1305,0.98579204,12
1306,0.93948424,12
1307,0.66901267,12
1308,0.85100144,11
1309,0.35925573,17
1310,0.855897,13
1311,0.522958,8
1312,0.8499153,7
1313,0.7574344,7
1314,0.8202893,7
1315,0.9229938,8
1316,0.8750112,7
1317,0.99969006,8
1318,0.46557295,7
1319,0.9898553,8
1320,0.77273244,7
1321,0.9977245,8
1322,0.9436436,1
1323,0.78147584,8
1324,0.66464365,3
1325,0.58984137,7
1326,0.7034231,11
1327,0.971815,11
1328,0.8385766,12
1329,0.95630425,11
1330,0.45933807,11
1331,0.4990223,11
1332,0.7858469,11
1333,0.9797148,12
1334,0.5678763,10
1335,0.9061244,8
1336,0.9942835,7
1337,0.8901891,8
1338,0.97388524,7
1339,0.6177295,7
1340,0.87824655,7
1341,0.6957607,7
1342,0.9772215,7
1343,0.84503937,8
1344,0.42829293,3
1345,0.99977046,8
1346,0.76804084,2
1347,0.96624905,9
1348,0.95870936,9
1349,0.93154633,9
1350,0.47878727,11
1351,0.9989887,11
1352,0.93084735,12
1353,0.8878795,11
1354,0.6637006,11
1355,0.94795024,12
1356,0.41174814,14
1357,0.46151432,17
1358,0.399465,6
1359,0.86724925,7
1360,0.4984726,6
1361,0.8613382,7
1362,0.52466434,7
1363,0.99273634,8
1364,0.34247136,7
1365,0.9983798,8
1366,0.65312433,2
1367,0.9935673,8
