,confidence,action
528,0.98840684,2
529,0.84855485,6
530,0.95416886,2
531,0.9887416,2
532,0.6988805,6
533,0.37319803,2
534,0.39636952,9
535,0.27938136,6
536,0.49934742,11
537,0.8262394,11
538,0.85204536,12
539,0.92039675,12
540,0.87310284,12
541,0.51414216,12
542,0.44141987,14
543,0.7849003,12
544,0.597616,8
545,0.65933084,7
546,0.96110183,8
547,0.602717,8
548,0.42574808,7
549,0.62571603,6
550,0.6619398,6
551,0.77510524,6
552,0.4791399,7
553,0.5494232,1
554,0.88449174,6
555,0.7063337,1
556,0.5873926,8
557,0.7315314,9
558,0.68979764,9
559,0.6595654,10
560,0.9746234,11
561,0.83067006,12
562,0.7619135,13
563,0.99196446,12
564,0.7134678,17
565,0.4647768,15
566,0.6029231,17
567,0.4565997,15
568,0.89231974,8
569,0.97981066,8
570,0.9432483,8
571,0.5633885,7
572,0.70931786,8
573,0.5601033,7
574,0.5789148,6
575,0.39908656,2
576,0.7868424,1
577,0.4931114,6
578,0.6867653,5
579,0.4944896,5
580,0.53461707,9
581,0.74032456,9
582,0.4650912,6
583,0.75370735,10
584,0.9225447,11
585,0.55599403,13
586,0.5194229,12
587,0.81210077,13
588,0.9287171,12
589,0.8013919,13
590,0.61850846,13
591,0.72074556,15
592,0.9794128,7
593,0.954766,7
594,0.88879544,7
595,0.9733646,8
596,0.69582355,7
597,0.55824345,3
598,0.5640247,6
599,0.7456069,6
600,0.9155588,6
601,0.60374016,6
602,0.75762063,3
603,0.6978124,3
604,0.8345667,3
605,0.87641346,6
606,0.9558722,6
607,0.65705645,10
608,0.97957546,11
609,0.75709355,12
610,0.90141565,13
611,0.87446314,13
612,0.9983176,13
613,0.84119564,13
614,0.7607309,11
615,0.6646373,17
616,0.93691975,8
617,0.95822495,7
618,0.7869872,7
619,0.99398416,8
620,0.9991897,8
621,0.41212678,8
622,0.8342777,1
623,0.881677,1
624,0.7185864,1
625,0.77833366,7
626,0.90754026,7
627,0.66688704,1
628,0.8784603,3
629,0.7921213,3
630,0.99089056,3
631,0.5340348,11
632,0.9337456,11
633,0.9106286,12
634,0.9892945,12
635,0.62961,11
636,0.8656952,11
637,0.38625047,10
638,0.3672413,12
639,0.6058935,17
640,0.7244303,8
641,0.8955035,7
642,0.97925866,8
643,0.99796104,8
644,0.8898905,8
645,0.97802675,7
646,0.9616078,7
647,0.89863753,7
648,0.45868292,7
649,0.6578316,7
650,0.3987009,7
651,0.51950747,3
652,0.45479223,7
653,0.69183433,7
654,0.9173501,3
655,0.9768982,12
656,0.9714162,11
657,0.6054441,12
658,0.8722042,11
659,0.4887932,13
660,0.96145266,12
661,0.9723502,12
662,0.6776973,12
663,0.6091912,12
664,0.92144525,8
665,0.61670357,7
666,0.82406753,8
667,0.9442131,7
668,0.83082384,7
669,0.9769638,0
670,0.98286176,7
671,0.8843386,7
672,0.92786413,7
673,0.8421014,2
674,0.76845235,2
675,0.92795753,3
676,0.9904435,3
677,0.9885283,3
678,0.82807416,3
679,0.97302216,10
680,0.9151927,11
681,0.97808903,12
682,0.9253933,13
683,0.44931194,12
684,0.74651206,12
685,0.8346487,12
686,0.77469116,12
687,0.995203,12
688,0.8383271,7
689,0.77697545,8
690,0.67851317,7
691,0.64223176,7
692,0.92565674,6
693,0.8826218,6
694,0.7706429,6
695,0.9314098,2
696,0.9367257,2
697,0.5553777,7
698,0.9380702,2
699,0.43697548,6
700,0.50854063,9
701,0.7560757,9
702,0.39555535,3
703,0.7032694,11
704,0.95202214,11
705,0.9779573,12
706,0.56532437,12
707,0.47742575,13
708,0.84696937,12
709,0.92400634,17
710,0.67223144,17
711,0.32057035,8
712,0.6838113,7
713,0.9115589,8
714,0.97022086,8
715,0.90525013,6
716,0.56891745,3
717,0.50894547,6
718,0.65240717,6
719,0.4772929,6
720,0.6571186,7
721,0.9356679,6
722,0.67741305,1
723,0.8603167,1
724,0.77619267,6
725,0.3717621,2
726,0.565932,6
727,0.97154164,10
728,0.76598096,11
729,0.84046406,12
730,0.5409525,13
731,0.99585587,12
732,0.9181013,17
733,0.38227323,15
734,0.5702458,17
735,0.94592065,15
736,0.5767285,7
737,0.96121895,8
738,0.996788,8
739,0.99982905,8
740,0.6872421,8
741,0.8682233,8
742,0.9717064,6
743,0.78192085,1
744,0.8598632,1
745,0.42450914,6
746,0.44234753,8
747,0.50990355,6
748,0.99169207,8
749,0.7859881,9
750,0.96022874,6
751,0.84561807,6
752,0.65156317,12
753,0.9642477,12
754,0.99308723,12
755,0.9365638,12
756,0.8857285,13
757,0.9262383,13
758,0.62791604,15
759,0.97368413,15
760,0.93131506,7
761,0.9739699,7
762,0.999818,7
763,0.84227985,7
764,0.93280137,8
765,0.36339486,3
766,0.6450619,8
767,0.630242,8
768,0.5734999,1
769,0.65397507,6
770,0.35698992,1
771,0.7407484,5
772,0.6695512,9
773,0.6403366,9
774,0.6264055,3
775,0.58668023,10
776,0.99320436,11
777,0.90025234,12
778,0.94823045,12
779,0.94814813,12
780,0.80279523,12
781,0.9306699,15
782,0.9872995,15
783,0.61498725,15
784,0.9993131,7
785,0.9885195,7
786,0.8769418,7
787,0.9626628,8
788,0.8530593,8
789,0.616006,7
790,0.3883422,7
791,0.3585333,9
792,0.4828776,6
793,0.6079599,7
794,0.4139286,5
795,0.42338213,3
796,0.88847286,3
797,0.5915266,5
798,0.39121512,5
799,0.46160606,11
800,0.5390159,12
801,0.8362867,12
802,0.95479953,12
803,0.9896563,12
804,0.7326916,12
805,0.7435388,15
806,0.8292492,16
807,0.38227475,17
808,0.9109968,8
809,0.87748224,7
810,0.6696933,8
811,0.90197563,8
812,0.9315029,8
813,0.9564501,7
814,0.5669649,9
815,0.45730764,9
816,0.591699,7
817,0.7307019,7
818,0.6838709,7
819,0.4878374,3
820,0.56193995,5
821,0.7384094,5
822,0.85068905,3
823,0.8974364,11
824,0.9998122,11
825,0.5904298,12
826,0.8717618,12
827,0.8269926,12
828,0.98975605,12
829,0.6212729,12
830,0.42311588,17
831,0.36019337,17
832,0.96904135,8
833,0.5978717,8
834,0.9373298,7
835,0.81733894,8
836,0.99500245,8
837,0.9000869,7
838,0.94618845,7
839,0.6978375,7
840,0.86061877,7
841,0.85739976,2
842,0.7092468,2
843,0.76463187,2
844,0.5358411,3
845,0.6497766,3
846,0.63481015,3
847,0.5013238,11
848,0.99652314,11
849,0.99563354,11
850,0.5943819,13
851,0.97809887,13
852,0.35868335,11
853,0.8761676,17
854,0.6247245,17
855,0.9272766,12
856,0.6157993,8
857,0.77290237,7
858,0.98898447,8
859,0.84412026,7
860,0.99857867,8
861,0.9930449,8
862,0.7713015,8
863,0.9414902,2
864,0.98940325,2
865,0.542302,9
866,0.43265218,8
867,0.86262685,2
868,0.97123826,8
869,0.7619191,8
870,0.78631717,9
871,0.8710711,11
872,0.98006415,11
873,0.9942883,12
874,0.9515673,12
875,0.98290944,12
876,0.85898685,12
877,0.43662867,15
878,0.7396287,17
879,0.5699323,15
880,0.8925147,8
881,0.8868027,8
882,0.9972324,8
883,0.9133304,7
884,0.7914172,8
885,0.99969566,8
886,0.90507656,8
887,0.4094471,6
888,0.36110035,9
889,0.6445795,9
890,0.65625817,9
891,0.9014369,8
892,0.4433685,6
893,0.6848714,9
894,0.97646904,9
895,0.49508387,11
896,0.35748342,11
897,0.94767964,12
898,0.9737724,12
899,0.99852115,12
900,0.40011492,13
901,0.44824034,15
902,0.4483338,10
903,0.95848185,15
904,0.8864899,8
905,0.63686746,7
906,0.9235286,8
907,0.9386788,8
908,0.9966942,8
909,0.8980621,8
910,0.8013734,8
911,0.677427,2
912,0.5047108,2
913,0.33434266,8
914,0.44683474,9
915,0.50914437,9
916,0.8114946,6
917,0.39522254,6
918,0.7765237,9
919,0.79021126,10
920,0.97813475,11
921,0.6165254,12
922,0.82831925,13
923,0.6262072,12
924,0.84528065,12
925,0.8166006,13
926,0.6746143,15
927,0.92362326,15
928,0.6630344,7
929,0.9069785,7
930,0.9525069,7
931,0.7594683,8
932,0.967135,8
933,0.6455704,8
934,0.43297124,6
935,0.64416546,8
936,0.601227,8
937,0.85095084,6
938,0.5024799,7
939,0.80349505,5
940,0.4963159,9
941,0.4903886,6
942,0.4188862,3
943,0.72050476,6
944,0.958377,11
945,0.95535815,12
946,0.86488956,12
947,0.7859637,12
948,0.9910753,12
949,0.72299945,11
950,0.62170947,13
951,0.614047,15
952,0.9994198,7
953,0.9990085,7
954,0.8529207,7
955,0.86447626,8
956,0.9987914,8
957,0.9331773,7
958,0.58393514,3
959,0.59686863,1
960,0.542801,6
961,0.607851,7
962,0.6592787,6
963,0.7226143,6
964,0.67044425,3
965,0.864743,5
966,0.8152871,3
967,0.43866765,10
968,0.9637067,11
969,0.8066672,12
970,0.77072287,12
971,0.97740096,12
972,0.7564718,12
973,0.49468592,17
974,0.3841951,17
975,0.42799133,17
976,0.5149032,8
977,0.979328,7
978,0.7470373,8
979,0.7824026,8
980,0.9546358,7
981,0.98397243,7
982,0.7820868,7
983,0.39327037,9
984,0.6782955,7
985,0.86948293,7
986,0.58694386,7
987,0.40689746,6
988,0.6277405,3
989,0.69242275,3
990,0.58902586,3
991,0.5381516,10
992,0.99945897,11
993,0.98431486,11
994,0.98822254,12
995,0.40671405,13
996,0.92460966,12
997,0.5605846,17
998,0.7531515,17
999,0.5415709,17
1000,0.8545113,8
1001,0.9942175,7
1002,0.9503782,7
1003,0.6974654,8
1004,0.9479739,8
1005,0.94928557,7
1006,0.994718,7
1007,0.7425517,7
1008,0.6379193,7
1009,0.8900967,2
1010,0.4980099,2
1011,0.66820496,2
1012,0.93196785,6
1013,0.8873276,8
1014,0.527552,3
1015,0.6890955,12
1016,0.95277345,12
1017,0.9715669,12
1018,0.9632682,12
1019,0.9484644,12
1020,0.96443295,11
1021,0.6831655,17
1022,0.7682144,17
1023,0.971848,12
1024,0.9636768,8
1025,0.9797285,8
1026,0.9929427,8
1027,0.9689556,7
1028,0.8385034,7
1029,0.66357565,8
1030,0.6385232,3
1031,0.7660926,3
1032,0.4449723,8
1033,0.73366416,6
1034,0.8603233,2
1035,0.8634987,2
1036,0.70355797,3
1037,0.8609924,6
1038,0.9551771,9
1039,0.48439303,11
1040,0.9788842,11
1041,0.997855,12
1042,0.96569467,12
1043,0.9987056,12
1044,0.54932386,12
1045,0.64314204,19
1046,0.39401844,14
1047,0.5977439,12
1048,0.9423709,15
1049,0.92990583,7
1050,0.93385255,8
1051,0.9922334,8
1052,0.8735076,8
1053,0.999739,8
1054,0.5211667,8
1055,0.68200874,6
1056,0.9613604,3
1057,0.8585791,6
1058,0.83212465,6
1059,0.91531986,6
1060,0.63383687,8
1061,0.6313021,8
1062,0.9558955,6
1063,0.9561739,9
1064,0.70319456,11
1065,0.9825408,12
1066,0.8484147,12
1067,0.9768158,12
1068,0.95904607,12
1069,0.4793876,15
1070,0.90698594,16
1071,0.9930178,15
1072,0.8702632,8
1073,0.9167374,8
1074,0.99085706,8
1075,0.99930084,8
1076,0.9914621,8
1077,0.9991524,8
1078,0.8070006,6
1079,0.65018296,8
1080,0.69913965,3
1081,0.9692174,3
1082,0.78458154,6
1083,0.5855853,6
1084,0.9833552,6
1085,0.7798627,6
1086,0.60836744,6
1087,0.30916184,8
1088,0.8477157,11
1089,0.9557113,12
1090,0.5504724,13
1091,0.53945637,12
1092,0.863314,12
1093,0.49070817,16
1094,0.5305505,16
1095,0.6956055,15
1096,0.7797043,8
1097,0.9596778,7
1098,0.9344904,7
1099,0.9393551,7
1100,0.7114214,8
1101,0.42463627,8
1102,0.764822,3
1103,0.5373668,1
1104,0.7990422,8
1105,0.48755687,9
1106,0.4480281,9
1107,0.90864146,5
1108,0.42709377,6
1109,0.3496626,9
1110,0.85951513,6
1111,0.72918224,10
1112,0.91195875,12
1113,0.96884143,12
1114,0.72577035,12
1115,0.96566486,12
1116,0.8314366,13
1117,0.43555644,15
1118,0.41116893,13
1119,0.56936395,19
1120,0.7664778,7
1121,0.9908242,7
1122,0.99500436,7
1123,0.65168005,7
1124,0.999328,8
1125,0.6882725,7
1126,0.7257211,8
1127,0.5374662,9
1128,0.3895381,9
1129,0.81538624,7
1130,0.7857227,1
1131,0.43532625,1
1132,0.5020667,5
1133,0.8757215,5
1134,0.8975382,3
1135,0.9197552,10
1136,0.4924489,12
1137,0.6097666,13
1138,0.979007,12
1139,0.99809664,12
1140,0.88436294,12
1141,0.48328245,11
1142,0.56202894,17
1143,0.6050779,17
1144,0.7941575,7
1145,0.96244895,7
1146,0.9200211,8
1147,0.98129874,8
1148,0.79040813,8
1149,0.5340254,7
1150,0.72363544,7
1151,0.64135027,7
1152,0.7210722,7
1153,0.5644499,7
1154,0.7401463,1
1155,0.9158388,1
1156,0.6949562,5
1157,0.3829482,3
1158,0.63966995,3
1159,0.56420946,10
1160,0.74747795,11
1161,0.87401766,13
1162,0.60552824,12
1163,0.7869549,12
1164,0.43408322,12
1165,0.5782939,17
1166,0.7285802,17
1167,0.6028915,17
1168,0.97853136,7
1169,0.9981073,7
1170,0.97719395,7
1171,0.8551785,7
1172,0.98285645,7
1173,0.86246526,8
1174,0.7930789,7
1175,0.9670447,7
1176,0.9083,7
1177,0.6703987,2
1178,0.9693391,2
1179,0.9859126,2
1180,0.6930057,2
1181,0.7081869,3
1182,0.5017456,3
1183,0.6545618,12
1184,0.97725976,11
1185,0.8697737,12
1186,0.9366137,12
1187,0.55773646,11
1188,0.5669673,17
1189,0.7492746,17
1190,0.38643226,12
1191,0.43912706,12
1192,0.90137154,8
1193,0.75226784,8
1194,0.85471004,8
1195,0.9572557,7
1196,0.97453296,7
1197,0.68241996,6
1198,0.40831497,6
1199,0.66098624,2
1200,0.85149926,2
1201,0.70101357,6
1202,0.87176615,2
1203,0.8680105,2
1204,0.47961214,9
1205,0.6156277,3
1206,0.86068016,9
1207,0.3661728,9
1208,0.8609543,11
1209,0.64373153,12
1210,0.54240155,12
1211,0.52765733,12
1212,0.49786672,11
1213,0.90546536,11
1214,0.48658484,14
1215,0.4409549,15
1216,0.9618853,8
1217,0.91186094,8
1218,0.98537135,8
1219,0.9033487,8
1220,0.85111845,7
1221,0.99997246,8
1222,0.54440325,6
1223,0.91665983,6
1224,0.9302321,6
1225,0.6134786,6
1226,0.4255884,8
1227,0.87441814,8
1228,0.83492386,8
1229,0.7216138,8
1230,0.7189049,6
1231,0.89886856,6
1232,0.8579941,11
1233,0.9415124,12
1234,0.70858467,13
1235,0.77792907,12
1236,0.79159445,17
1237,0.52853805,15
1238,0.5103006,15
1239,0.539709,8
1240,0.9524428,8
1241,0.8027008,8
1242,0.9856354,8
1243,0.9949882,8
1244,0.9209159,8
1245,0.5324007,6
1246,0.50876886,8
1247,0.56452113,2
1248,0.49900076,6
1249,0.46779764,8
1250,0.868916,8
1251,0.9117208,8
1252,0.6647762,9
1253,0.68153024,9
1254,0.8737249,9
1255,0.3076742,9
1256,0.85230106,11
1257,0.9906266,12
1258,0.72447026,12
1259,0.7823178,12
1260,0.95687914,12
1261,0.97461027,15
1262,0.92453474,15
1263,0.94355553,15
1264,0.6300482,8
1265,0.99952996,7
1266,0.5651275,7
1267,0.62790185,7
1268,0.82675415,8
1269,0.59432906,6
1270,0.7374902,3
1271,0.8307293,3
1272,0.9661306,3
1273,0.3474003,7
1274,0.63763976,7
1275,0.6328482,5
1276,0.7182193,3
1277,0.96591747,3
1278,0.87323064,3
1279,0.5255219,3
1280,0.58676225,11
1281,0.98885953,12
1282,0.892698,12
1283,0.7022969,13
1284,0.59770596,13
1285,0.5555226,16
1286,0.4364443,19
1287,0.65854967,16
1288,0.8307707,7
1289,0.99691427,7
1290,0.95610684,7
1291,0.9991592,8
1292,0.9980617,8
1293,0.7555002,8
1294,0.5443394,9
1295,0.8900948,9
1296,0.7955707,9
1297,0.7581641,7
1298,0.47936416,1
1299,0.6994818,1
1300,0.6058374,3
1301,0.6858741,3
1302,0.88855726,3
1303,0.9005041,10
1304,0.979078,11
1305,0.5419111,13
1306,0.95326424,12
1307,0.9965113,12
1308,0.6899786,12
1309,0.60891455,15
1310,0.43001506,15
1311,0.3321338,12
1312,0.550031,7
1313,0.62200016,7
1314,0.5340515,7
1315,0.98924446,8
1316,0.52175957,7
1317,0.76261044,7
1318,0.52225417,3
1319,0.4894696,7
1320,0.806532,7
1321,0.7730183,7
1322,0.6209353,7
1323,0.93051136,1
1324,0.46173742,3
1325,0.7144461,3
1326,0.45858318,10
1327,0.60182863,11
1328,0.9993962,11
1329,0.8264373,12
1330,0.6626944,11
1331,0.991327,11
1332,0.40190426,12
1333,0.34298337,12
1334,0.9888325,12
1335,0.5200093,8
1336,0.9639306,8
1337,0.9582044,7
1338,0.84085774,7
1339,0.653112,7
1340,0.9644282,7
1341,0.66745937,7
1342,0.76776713,7
1343,0.88077223,7
1344,0.9701313,7
1345,0.6416143,3
1346,0.37704134,3
1347,0.87824994,2
1348,0.7540179,3
1349,0.85058624,9
1350,0.9093394,9
1351,0.40071064,9
1352,0.9865072,11
1353,0.9393146,12
1354,0.8899919,12
1355,0.8304652,12
1356,0.8600379,12
1357,0.3800743,12
1358,0.60073966,17
1359,0.9370122,8
1360,0.8854555,7
1361,0.9674388,7
1362,0.98751056,7
1363,0.59707785,6
1364,0.5587188,6
1365,0.5373019,7
1366,0.39466408,0
1367,0.79124415,2
