,month_cos,month_sin,day_type_cos,day_type_sin,hour_cos,hour_sin,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption
22,0.24747394,0.067718014,0.8526205,0.86134535,0.93693995,0.25797313,0.7455556,0.01,-0.01,0.43871188,0.01,0.01,-0.01,0.109685205,0.01,0.20794727,0.01,0.10718176,0.43145117
23,0.25736126,0.042566113,0.8608208,0.8400741,0.954021,0.37375283,0.7255556,0.03,0.03,0.5639037,0.03,0.03,0.03,0.24930745,0.03,0.2335279,-0.03,0.03,0.50459886
24,0.27269304,0.10597626,0.828646,0.8611671,0.95,0.55,0.71666664,-0.05,0.06474926,0.52915436,-0.05,0.05,0.064690456,0.101101786,0.027006472,0.21593566,-0.05,-0.05,0.540447
25,0.25672007,0.075062275,0.50078017,0.9906327,0.9915024,0.63345087,0.7455556,-0.01,0.10406096,0.5547394,-0.01,-0.01,0.034071356,0.12955928,-0.01,0.17965771,0.01,-0.01,0.4817335
26,0.24089962,0.057571113,0.5022585,0.9960667,0.93786347,0.75792164,0.8322222,-0.01,0.25778762,0.88183874,-0.01,-0.01,0.087649524,0.7087828,-0.01,0.13846184,0.01,0.01,0.49440733
27,0.24486335,0.063836426,0.50593317,1.0017256,0.84862417,0.85991037,0.8322222,-0.01,0.29711896,0.7658112,-0.01,-0.01,0.04672613,0.80532,-0.01,0.23240498,-0.01,0.01,0.5068779
28,0.25221646,0.07136409,0.49626136,0.9906769,0.7562119,0.9255908,0.8322222,-0.01,0.43871188,0.6104523,-0.01,0.01,0.08968521,0.72767055,-0.01,0.21650505,0.01,-0.01,0.51446944
29,0.25994766,0.06483043,0.50446403,1.0014483,0.62914294,0.9869244,0.8655555,-0.01,0.5839037,0.4255949,-0.01,-0.01,0.22930746,0.603851,-0.01,0.19106805,-0.01,-0.01,0.5056774
30,0.23382206,0.052801132,0.48381102,1.0095104,0.476956,0.9932415,0.79222226,-0.015250737,0.5491544,0.21090461,-0.0034513269,0.044690453,0.12110178,0.32362014,0.12110178,0.16151449,0.009840963,-0.03,0.5014093
31,0.24162364,0.06974221,0.49954155,1.0086913,0.36637658,0.98748624,0.74333334,0.10406096,0.53473943,0.036548674,0.19879057,0.034071356,0.12955928,0.14424974,0.4244806,0.17378198,0.18879771,-0.01,0.46407372
32,0.200461,0.08195538,0.49221215,0.98416984,0.20941468,0.9050497,0.57222223,0.19778761,0.94183874,0.05,0.3472468,0.027649526,0.7687828,0.05,0.68903464,0.3468501,0.34442878,-0.05,0.5150061
33,0.22,0.08074003,0.48546687,0.9899067,0.12125796,0.85801053,0.57000005,0.25711897,0.7458112,0.03,0.6307866,0.006726129,0.78532004,0.03,0.7960021,0.3971104,0.5365113,0.03,0.44918844
34,0.26309457,0.036987297,0.5143559,0.9943516,0.0969873,0.75711685,0.5922223,0.3987119,0.5904523,0.03,0.79499507,0.069685206,0.70767057,0.03,0.8621091,0.401003,0.6563276,0.37326366,0.5496119
35,0.27107164,0.053797744,0.5066041,0.9722841,0.03330799,0.60611194,0.6077778,0.62390363,0.4055949,0.03,0.91200584,0.18930745,0.58385104,0.03,0.8209969,0.5614593,0.7862682,0.7165273,0.5925373
36,0.22,0.07466499,0.53,0.97,0.020873636,0.53,0.5033334,0.5491544,0.2709046,0.03,0.97198623,0.18110178,0.32362014,0.03,0.8851941,0.55745447,0.74479,0.9451335,0.6086549
37,0.25046465,0.07048752,0.49226734,1.0083555,0.011552531,0.36299,0.5233334,0.53473943,0.016548673,0.01,0.9539528,0.12955928,0.14424974,-0.01,0.8693914,0.21410525,0.71798146,0.9877741,0.39817813
38,0.24996956,0.06903126,0.49064225,0.99065673,0.0714192,0.24386254,0.5233334,0.88183874,-0.01,0.01,0.89593905,0.7087828,-0.01,-0.01,0.8620462,0.34658125,0.6239195,0.98978794,0.446537
39,0.22,0.036987297,0.4915727,1.03,0.1599315,0.17360242,0.49229437,0.80581117,0.03,0.03,0.80679446,0.84532,0.025767736,0.03,0.8192262,0.15519138,0.52224904,0.9699671,0.37894487
40,0.25673467,0.0584499,0.5014442,1.0015125,0.24767435,0.065407716,0.61,0.6104523,0.01,-0.01,0.6114356,0.72767055,0.01,-0.01,0.62378806,0.4118016,0.30933827,1.0099831,0.531658
41,0.24428691,0.068237804,0.49689987,0.9938653,0.3676827,0.009325217,0.61,0.44559488,-0.01,0.01,0.36594886,0.603851,-0.01,-0.01,0.31745014,0.13371266,0.1565979,0.98998445,0.44649282
42,0.26648453,0.060896855,0.529503,0.98365307,0.48586062,-0.026914053,0.5839928,0.21090461,-0.03,0.05654867,0.15192723,0.32362014,-0.03,0.18110178,0.062528856,0.08175758,0.008245805,0.9699846,0.414128
43,0.24305156,0.10833329,0.47721708,1.07,0.55940956,-0.052962914,0.71444446,0.09654868,0.07,0.11879056,0.019084927,0.22424975,0.07,0.3444806,-0.056358866,-0.069999985,0.07425059,0.93458456,0.4621472
44,0.25,0.0669873,0.5,1.0,0.75,0.0669873,0.75555557,0.0,0.0,0.3972468,0.0,0.0,0.0,0.6390346,0.0,1.4381023e-08,0.0,0.90204525,0.44648755
45,0.22769213,0.1354746,0.44029686,1.0421655,0.89113444,0.1050794,0.6855556,0.07,0.07,0.6707866,0.07,0.07,0.07,0.8360021,0.07,0.070000015,-0.07,0.83664525,0.462909
46,0.23775461,0.03799472,0.45829755,1.0173777,0.9411576,0.22912967,0.65,0.05,0.05,0.8149951,0.05,0.05,0.008943506,0.88210917,0.05,0.050000016,-0.05,0.4029664,0.3893305
47,0.2556924,0.059291758,0.5004577,1.0091887,0.9801961,0.366489,0.72333336,0.01,0.01,0.89200586,0.01,0.01,0.01,0.84099686,0.01,0.010000015,-0.01,0.12928759,0.34933048
48,0.2589348,0.0634204,0.4930446,1.009744,1.0049249,0.49829572,0.8322222,-0.01,0.016548673,0.9319863,-0.01,-0.01,0.16110179,0.84519416,-0.01,-0.009999985,0.01,0.01,0.38175526
49,0.2357543,0.0725407,0.1527398,0.8835534,1.0129629,0.64986444,0.81888884,0.03,0.21879056,0.9139528,0.03,-0.03,0.4444806,0.8293914,0.03,-0.029999984,0.03,0.03,0.40309292
50,0.24029262,0.06179246,0.14276797,0.8588702,0.9294783,0.7447817,0.7788889,0.01,0.4072468,0.89593905,0.01,0.01,0.6490346,0.8420462,0.01,-0.009999985,0.01,0.01,0.42309293
51,0.24714799,0.07706546,0.1690711,0.83347076,0.8771496,0.84695566,0.79222226,-0.03,0.57078665,0.80679446,-0.03,0.03,0.73600215,0.8390241,-0.03,-0.029999984,-0.03,-0.03,0.40309292
52,0.26323017,0.07136768,0.12190762,0.86772275,0.7484142,0.95391935,0.8855555,-0.03,0.79499507,0.5914356,-0.03,0.03,0.8621091,0.6037881,-0.03,0.030000014,0.03,-0.03,0.46309292
53,0.25416297,0.064765245,0.14136568,0.8571331,0.6316274,0.97452116,0.84555554,-0.01,0.8720059,0.34594887,0.01,-0.01,0.8544428,0.29745016,0.01,-0.009999985,-0.01,0.01,0.42309293
54,0.2752881,0.046713665,0.14470293,0.86787987,0.4872104,1.0252459,0.82555556,-0.0034513269,0.9119863,0.15192723,-0.017217305,0.12110178,0.8851941,0.0025288556,0.037345223,0.030000014,0.015095027,0.03,0.45501092
55,0.2548673,0.0569873,0.15071826,0.84565574,0.37207133,0.98881865,0.79888886,0.17879055,0.9539528,0.002782694,0.06866273,0.4044806,0.8693914,0.0036411332,-0.00475341,0.03157629,0.20840342,0.01,0.4114079
56,0.2740084,0.07104451,0.16332304,0.8781346,0.23461601,0.93778163,0.7033334,0.4272468,0.8559391,0.03,0.44101277,0.60903466,0.88204616,-0.03,0.5672507,0.01677767,0.3781367,0.06746066,0.3595088
57,0.25,0.0669873,0.14644662,0.8535534,0.14644662,0.8535534,0.6,0.6007866,0.7767945,0.0,0.60570306,0.7660021,0.80902416,0.0,0.772298,0.055343393,0.5563676,0.22476399,0.4194818
58,0.28830546,0.11553666,0.17635076,0.8953025,0.038449146,0.7436274,0.6055556,0.8149951,0.5714356,0.05,0.8149951,0.88210917,0.58378804,0.05,0.78210914,0.2988526,0.71346533,0.46206734,0.5171722
59,0.22044662,0.052666828,0.14937472,0.8800145,0.027824497,0.6268049,0.70777774,0.8520059,0.32594886,-0.03,0.91200584,0.8209969,0.27745014,-0.03,0.8054459,0.086707324,0.8101812,0.70617664,0.45736867
60,0.23120919,0.06860061,0.15886307,0.8697407,0.0014221206,0.4830421,0.6495067,0.9119863,0.15192723,0.03,0.6779646,0.8251942,0.062528856,0.03,0.29620853,0.3127007,0.7547869,1.0047103,0.5256349
61,0.2560499,0.071981534,0.15290008,0.83624345,0.007261835,0.3964844,0.6477778,0.9739528,-0.017217305,0.03,0.4360767,0.88939136,-0.016358867,0.03,0.039254986,0.21322964,0.77354956,1.0277269,0.3621326
62,0.2600228,0.08070134,0.12379416,0.8565376,0.09621258,0.23957452,0.72999996,0.8559391,-0.03,-0.03,0.40362832,0.8220462,0.03,0.03,0.0014795382,0.39586428,0.6141389,1.0297743,0.47483882
63,0.25043365,0.07826652,0.116446614,0.8514124,0.12979195,0.15673187,0.71907234,0.80679446,0.027360167,0.016250297,0.35251722,0.8390241,-0.03,-0.02665266,0.048887722,0.17657632,0.5278155,0.9699564,0.3740229
64,0.26105788,0.056059565,0.1220799,0.8805231,0.22632828,0.096549675,0.81888884,0.65143555,-0.03,-0.03,0.40854475,0.663788,-0.03,0.03,0.18615949,0.25511155,0.3517807,1.0299726,0.42323628
65,0.24888135,0.073929094,0.15196632,0.85351956,0.38057846,0.016278587,0.79888886,0.34594887,-0.01,-0.01,0.43969518,0.29745016,-0.01,-0.01,0.5157712,0.22185066,0.13573048,0.989974,0.49019954
66,0.2700839,0.09023072,0.16541283,0.88103676,0.5207391,-0.002279839,0.78555554,0.09192724,-0.017266767,-0.017217305,0.20500492,0.062528856,0.03,-0.022654774,0.31102833,0.030000014,0.0038934518,0.83457404,0.41683456
67,0.2483255,0.07309159,0.15361376,0.85906065,0.62552375,0.017175678,0.79888886,0.002782694,0.01,0.06866273,0.032615535,0.023641132,0.01,-0.00475341,0.15165792,0.010000015,-0.0076427707,0.8094407,0.4292758
68,0.22407109,-0.0020470023,0.19631536,0.8201115,0.73087513,0.048109945,0.69666666,0.07,0.07,0.48101276,0.07,0.07,-0.07,0.60725075,0.07,0.070000015,-0.07,0.8443073,0.48969826
69,0.25298887,0.07349953,0.13958763,0.8576691,0.84491855,0.13660562,0.81222224,-0.01,-0.01,0.59570307,-0.01,-0.01,0.01,0.762298,-0.01,-0.009999985,0.01,0.47062847,0.3293305
70,0.2,0.05909926,0.18809384,0.83483464,0.9637009,0.27651545,0.7722222,-0.04270791,0.05,0.7149951,0.03709992,-0.01525682,0.05,0.78210914,0.05,0.050000016,-0.05,0.3752285,0.44290903
71,0.18,0.007947497,0.21644661,0.84870756,1.0462875,0.3005905,0.78555554,-0.026767142,0.07,0.8120059,0.07,-0.07,0.07,0.70544595,0.07,-0.069999985,-0.07,0.08154965,0.2693305
72,0.22,0.036987297,0.17644662,0.84853095,1.0267617,0.5118085,0.6144445,0.03,0.042782694,0.7379646,0.03,0.03,-0.022654774,0.31961176,0.03,-0.029999984,0.03,0.03,0.3996652
73,0.24960588,0.0633357,0.038638614,0.546313,0.9141009,0.55940956,0.8922222,-0.013465846,0.14866273,0.3960767,0.07,-0.07,0.07524659,-0.00074501336,0.07,0.070000015,0.030272882,-0.07,0.50309294
74,0.24287537,0.066343635,-0.009449354,0.49859047,0.937017,0.74464315,0.7455556,0.01,0.40101278,0.4436283,0.01,-0.01,0.52725077,0.041479535,0.01,-0.009999985,0.01,0.01,0.42309293
75,0.21679476,0.09623619,-0.026905967,0.4930248,0.85680425,0.8752533,0.73888886,0.05,0.65570307,0.37251723,-0.05,0.05,0.822298,0.068887725,-0.05,-0.049999986,0.05,0.05,0.3830929
76,0.25403318,0.0931387,0.020364912,0.51583016,0.7658504,0.9346779,0.7588889,-0.03,0.7349951,0.46854475,0.007090671,-0.03,0.8021092,0.2461595,0.03,-0.029999984,-0.03,-0.03,0.43996736
77,0.24253063,0.06398156,0.0050610425,0.49,0.63177836,0.99213874,0.7788889,0.01,0.89200586,0.43969518,0.01,-0.01,0.76544595,0.49577123,-0.01,0.022382854,0.01,0.01,0.43428576
78,0.24589044,0.07593941,-0.004348766,0.5063079,0.49551678,0.99145967,0.75666666,0.022782695,0.7179646,0.22500491,0.027699115,0.017345225,0.29961175,0.35102832,0.04456453,0.12417992,0.024148107,0.047460668,0.48032993
79,0.27348825,0.020342413,0.05,0.54414773,0.358549,0.9680992,0.78333336,0.02866273,0.4160767,-0.027384466,0.059144545,-0.04475341,0.11925499,0.09165792,-0.00068205595,0.19263765,0.15014674,0.05,0.4854061
80,0.25419185,0.059028193,-0.009940242,0.493838,0.24377064,0.9266631,0.7455556,0.42101276,0.42362833,0.01,0.20435594,0.54725075,0.021479538,0.01,0.021995835,0.15205598,0.33922157,0.01,0.41318956
81,0.21863864,0.044473685,0.0030718297,0.53219265,0.21644661,0.9074868,0.63,0.67570305,0.3925172,-0.04063429,0.41906586,0.7059035,0.08888772,-0.07,0.16233999,0.062299885,0.40324923,0.3341093,0.417767
82,0.20550108,0.10041578,-0.016877098,0.55,0.048748318,0.7363057,0.65,0.8149951,0.48854476,0.05,0.4295477,0.88210917,0.2661595,0.05,0.09302203,0.13338251,0.63093626,0.50141263,0.3914119
83,0.2519385,0.07551211,0.01,0.49,0.0070370864,0.62930715,0.69,0.89200586,0.4196952,0.01,0.61471975,0.7854459,0.49577123,0.01,0.2849213,0.19275665,0.75183934,0.5737946,0.38990673
84,0.25832343,0.048056923,0.03,0.47,0.0036106687,0.49301097,0.69666666,0.7379646,0.20500492,-0.03,0.97198623,0.31961176,0.31102833,-0.03,0.8159391,0.3257481,0.74626213,0.9418429,0.5682785
85,0.24687913,0.09167082,-0.013089925,0.520338,0.04315515,0.38889363,0.72999996,0.4960767,-0.007384464,-0.03,0.9139528,0.09925499,0.11165792,0.03,0.8293914,0.31356707,0.76419634,0.9674624,0.43868187
86,0.25677457,0.07589849,0.015566929,0.48977256,0.11488489,0.29732615,0.68333334,0.3836283,-0.05,-0.05,0.9359391,0.081479535,-0.05,0.05,0.9020462,0.448495,0.590816,0.9497413,0.5067956
87,0.26646766,0.04122858,-0.004394881,0.48569834,0.16544864,0.16161144,0.7522222,0.29251722,-0.03,0.03,0.80089474,-0.011112276,-0.03,-0.03,0.8390241,0.304697,0.46735635,0.96994406,0.46897474
88,0.26,0.06588718,0.006326911,0.49,0.2583104,0.0569873,0.76555556,0.42854476,-0.01,-0.01,0.6255359,0.20615949,-0.01,-0.01,0.7424239,0.27493355,0.3069053,0.98996204,0.4778748
89,0.2597016,0.0068599656,-0.063058645,0.54194665,0.37688917,0.02702257,0.6855556,0.49969518,0.07,-0.07,0.36067846,0.5757712,0.07,-0.04480027,0.53860444,0.29316202,0.21171302,0.934562,0.4230345
90,0.26067823,0.05172254,-0.02896358,0.48754352,0.49640182,-0.02879771,0.7366667,0.2650049,-0.03,0.047699116,0.26795477,0.31102833,-0.03,0.024564533,0.3647324,0.46460533,0.06548624,0.9320227,0.58108336
91,0.27653182,0.07045003,2.7240403e-05,0.48183298,0.64613974,0.028560515,0.7966666,-0.007384464,-0.03,0.079144545,-0.008367747,0.11165792,-0.03,0.019317945,0.10536201,0.2713661,0.03212529,0.73662275,0.46669245
92,0.2553177,0.07123555,-0.0054220404,0.4912582,0.75495714,0.06264119,0.74333334,-0.01,-0.01,0.20435594,-0.01,-0.01,-0.01,0.019380903,0.01,0.32659602,0.01,0.62122273,0.49925023
93,0.25785738,0.07011337,-0.0005751105,0.4991475,0.86000097,0.142604,0.74333334,-0.01,-0.01,0.35906586,-0.01,-0.01,-0.01,0.08233998,-0.01,0.61718684,0.01,0.48582274,0.6127774
94,0.24,0.0569873,-0.01,0.50525796,0.9268626,0.24887286,0.72333336,0.01,0.01,0.38954768,0.01,-0.01,0.01,0.053022034,0.01,0.54503417,-0.01,0.4606894,0.6015406
95,0.25,0.0669873,0.0,0.5,0.9829629,0.37059048,0.7,0.0,0.0,0.60471976,0.0,0.0,0.0,0.2749213,0.0,0.16256215,0.0,0.13701057,0.39551854
96,0.23506027,0.043965526,-0.05379789,0.44109386,0.97323626,0.523389,0.6855556,0.028969787,-0.052300885,1.0119863,-0.053102322,0.07,-0.015435468,0.85593915,0.07,0.2267318,-0.07,0.021877244,0.54387116
97,0.23327038,0.036987297,0.17644662,0.16163224,1.0129629,0.6411536,0.67444444,0.03,0.13914454,0.9139528,-0.03,-0.03,0.07931794,0.864523,-0.03,0.124391586,0.03,0.03,0.42918965
98,0.25729305,0.0969873,0.16670433,0.14757137,0.93392324,0.72,0.72999996,0.03,0.18435594,0.8559391,-0.03,-0.03,0.059380904,0.88204616,-0.03,0.11190134,0.03,0.03,0.45213977
99,0.2147078,0.016987298,0.11147997,0.17737457,0.8035534,0.8035534,0.6611111,0.05,0.29906586,0.8062544,-0.05,-0.05,0.14233997,0.85902417,-0.05,0.12234034,0.05,0.05,0.44266072
100,0.22603428,0.07984717,0.14028686,0.13687089,0.80917084,0.8636386,0.6588889,-0.07,0.44954768,0.5455359,-0.07,-0.07,0.11302204,0.6624239,-0.07,0.18187147,0.07,0.07,0.46169928
101,0.2692923,0.04929156,0.16725653,0.13838907,0.6440413,0.97310567,0.5588889,0.03,0.5747198,0.46067846,0.03,0.03,0.2449213,0.6386044,0.03,0.17990503,-0.03,-0.03,0.51490617
102,0.25665528,0.0705074,0.15205635,0.15031433,0.5018535,0.9926482,0.5788889,0.007699115,0.9319863,0.24795477,0.018849557,0.06456453,0.77593917,0.3447324,0.01,0.15064716,0.028203202,-0.01,0.4848594
103,0.2,0.05457492,0.14464457,0.19644661,0.32059047,1.0014728,0.5388889,0.059144545,0.95175326,-0.028367748,0.09159292,-0.00068205595,0.9093914,0.08536202,0.12628542,0.16114351,0.16633967,0.045970686,0.49936977
104,0.22,0.055786982,0.17644662,0.116446614,0.22426973,0.90301275,0.5744444,0.24435595,0.8559391,0.03,0.1194592,-0.0006190967,0.88204616,0.03,-0.018457502,0.15911001,0.42769778,0.03,0.3976768
105,0.28551897,0.11336315,0.13200589,0.14451337,0.14379567,0.8775659,0.4722222,0.29906586,0.8195731,-0.05,0.36986232,0.042339977,0.7962093,-0.05,0.23402035,0.083093956,0.57026565,0.13730332,0.4777408
106,0.22302717,0.07445143,0.13027467,0.19494073,0.108898334,0.8,0.59444445,0.4295477,0.5655359,0.05,0.6576696,0.09302203,0.6824239,-0.003336181,0.40991607,0.08864932,0.65448487,0.3496853,0.3449406
107,0.25456274,0.07422149,0.15443902,0.15162922,0.016659051,0.6202932,0.61222225,0.61471975,0.42067847,0.01,0.80646014,0.2849213,0.59860444,0.01,0.6102099,0.42121902,0.7853532,0.47698864,0.5001527
108,0.24,0.0569873,0.15220642,0.14711729,-0.01,0.50992954,0.5566667,0.9319863,0.22795476,0.01,0.87037367,0.77593917,0.3447324,0.01,0.63224554,0.1121192,0.7990659,0.92100054,0.47122544
109,0.22,0.06176288,0.13561416,0.17644662,0.032258563,0.35359782,0.59666663,0.9139528,-0.008367747,0.03,0.69568336,0.87165236,0.10536201,-0.03,0.30177334,0.13954727,0.71475184,0.96204096,0.38238147
110,0.19430883,0.005951859,0.09036178,0.21644661,0.009199433,0.1918363,0.55222225,0.95593905,0.07,-0.07,0.70286137,0.9220462,0.030426446,0.05887467,0.45151103,0.45704705,0.71665704,1.0692496,0.4319443
111,0.18,0.1369873,0.094451696,0.102056205,0.21050507,0.20689057,0.52979827,0.7008948,0.07,-0.07,0.62911505,0.73902416,0.07,-0.07,0.52706194,0.261261,0.4338743,1.0698909,0.4791245
112,0.2536992,0.061388474,0.15409465,0.14279357,0.2507511,0.06356801,0.5566667,0.6055359,-0.01,0.01,0.52720743,0.7424239,-0.01,0.01,0.46750262,0.50663996,0.31441247,0.98994786,0.55663043
113,0.27746788,0.048019487,0.16965187,0.16065484,0.37739763,0.024482638,0.67444444,0.46067846,-0.03,0.03,0.38004917,0.57860446,-0.03,-0.03,0.31942287,0.21454763,0.17432112,0.85826224,0.4108003
114,0.24,0.06179687,0.14598367,0.13644661,0.49,0.0028529116,0.6566667,0.22795476,0.01,-0.0011504423,0.17977384,0.3447324,0.01,0.01,0.19461699,0.29797265,0.0223622,0.6828623,0.49664402
115,0.24715504,0.063672245,0.14890118,0.15011938,0.62856454,0.024228374,0.69,0.031632252,0.01,0.15159293,0.02671583,0.14536202,0.01,0.18628542,0.09079748,0.2103397,-0.00898232,0.38918343,0.4183936
116,0.2779685,0.09855531,0.21644661,0.18920708,0.7114591,0.086528614,0.66333336,-0.07,0.07,0.0794592,-0.07,0.07,0.07,-0.0584575,0.07,0.44029683,-0.07,0.1355046,0.5373201
117,0.25,0.0669873,0.14644662,0.14644662,0.8535534,0.14644662,0.75555557,0.0,0.0,0.41986233,0.0,0.0,0.0,0.22035676,0.0,0.13218698,0.0,0.0,0.45934168
118,0.3,0.016987298,0.19644661,0.11482024,0.9415721,0.26154,0.71666664,-0.05,0.05,0.6576696,0.05,0.05,-0.05,0.40991607,0.05,0.13168198,-0.05,-0.05,0.42882788
119,0.26,0.06938464,0.15644662,0.1447424,0.98341584,0.378341,0.75666666,-0.01,0.01,0.80646014,-0.01,0.01,-0.01,0.6102099,0.01,0.115871325,-0.01,-0.01,0.47968632
120,0.25684255,0.087363236,0.15062219,0.1522551,1.0103985,0.4817802,0.8522222,0.03,-0.021150442,0.8303737,-0.03,-0.03,0.03,0.5922456,-0.03,0.37457883,0.03,0.03,0.5821933
121,0.25523648,0.067956336,0.47760913,-0.020961694,0.9723396,0.64620787,0.8522222,-0.03,0.17159292,0.6356834,-0.03,0.03,0.14628541,0.30177334,-0.03,0.19032869,-0.03,-0.03,0.518509
122,0.24889106,0.09135111,0.47183186,0.013116581,0.9327932,0.7236679,0.82555556,0.023985464,0.1194592,0.80286133,0.03,-0.03,0.041542497,0.49151102,0.03,0.12951875,-0.03,0.03,0.45822906
