,month_cos,month_sin,day_type_cos,day_type_sin,hour_cos,hour_sin,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption
61,0.25,0.0669873,0.14644662,0.8535534,0.017037086,0.37059048,0.67777777,0.9439528,0.012782694,0.0,0.4660767,0.8593914,0.013641133,0.0,0.06925499,0.24322964,0.7435496,0.9977269,0.3921326
62,0.25,0.0669873,0.14644662,0.8535534,0.0669873,0.25,0.7,0.88593906,0.0,0.0,0.43362832,0.8520462,0.0,0.0,0.031479537,0.36586428,0.6441389,0.9997743,0.44483882
63,0.25,0.0669873,0.14644662,0.8535534,0.14644662,0.14644662,0.73333335,0.7767945,0.0,0.0,0.32251722,0.80902416,0.0,0.0,0.018887723,0.16872261,0.49781552,0.99995637,0.40225604
64,0.25,0.0669873,0.14644662,0.8535534,0.25,0.0669873,0.7888889,0.6214356,0.0,0.0,0.43854475,0.63378805,0.0,0.0,0.2161595,0.22511156,0.3217807,0.9999726,0.45323628
65,0.25,0.0669873,0.14644662,0.8535534,0.37059048,0.017037086,0.7888889,0.35594887,0.0,0.0,0.4296952,0.30745015,0.0,0.0,0.5057712,0.21185066,0.14573048,0.999974,0.48019955
66,0.25,0.0669873,0.14644662,0.8535534,0.5,0.0,0.75555557,0.12192724,0.0,0.012782694,0.23500492,0.032528855,0.0,0.0073452257,0.34102833,1.4849155e-08,0.03389345,0.864574,0.38683456
67,0.25,0.0669873,0.14644662,0.8535534,0.62940955,0.017037086,0.7888889,0.012782694,0.0,0.07866273,0.022615535,0.013641133,0.0,0.00524659,0.14165792,1.4736804e-08,0.0023572291,0.81944066,0.41927582
68,0.25,0.0669873,0.14644662,0.8535534,0.75,0.0669873,0.76666665,0.0,0.0,0.41101277,0.0,0.0,0.0,0.53725076,0.0,1.3903528e-08,0.0,0.7743073,0.41969827
69,0.25,0.0669873,0.14644662,0.8535534,0.8535534,0.14644662,0.82222223,0.0,0.0,0.60570306,0.0,0.0,0.0,0.772298,0.0,1.4502737e-08,0.0,0.46062848,0.3393305
70,0.25,0.0669873,0.14644662,0.8535534,0.9330127,0.25,0.82222223,0.0,0.0,0.7649951,0.0,0.0,0.0,0.83210915,0.0,1.4746165e-08,0.0,0.32522848,0.39290902
71,0.25,0.0669873,0.14644662,0.8535534,0.9829629,0.37059048,0.85555553,0.0,0.0,0.8820059,0.0,0.0,0.0,0.77544594,0.0,1.4718078e-08,0.0,0.011549652,0.3393305
72,0.25,0.0669873,0.14644662,0.8535534,1.0,0.5,0.64444447,0.0,0.012782694,0.7079646,0.0,0.0,0.0073452257,0.28961176,0.0,1.4746165e-08,0.0,0.0,0.4296652
73,0.25,0.0669873,0.0,0.5,0.9829629,0.62940955,0.82222223,0.0,0.07866273,0.4660767,0.0,0.0,0.00524659,0.06925499,0.0,1.47251e-08,0.0,0.0,0.43309292
74,0.25,0.0669873,0.0,0.5,0.9330127,0.75,0.75555557,0.0,0.41101277,0.43362832,0.0,0.0,0.53725076,0.031479537,0.0,1.4746165e-08,0.0,0.0,0.43309292
75,0.25,0.0669873,0.0,0.5,0.8535534,0.8535534,0.7888889,0.0,0.60570306,0.32251722,0.0,0.0,0.772298,0.018887723,0.0,1.4631473e-08,0.0,0.0,0.43309292
76,0.25,0.0669873,0.0,0.5,0.75,0.9330127,0.7888889,0.0,0.7649951,0.43854475,0.0,0.0,0.83210915,0.2161595,0.0,1.4633814e-08,0.0,0.0,0.43309292
77,0.25,0.0669873,0.0,0.5,0.62940955,0.9829629,0.7888889,0.0,0.8820059,0.4296952,0.0,0.0,0.77544594,0.5057712,0.0,0.032382853,0.0,0.0,0.44428575
78,0.25,0.0669873,0.0,0.5,0.5,1.0,0.76666665,0.012782694,0.7079646,0.23500492,0.017699115,0.0073452257,0.28961176,0.34102833,0.054564532,0.13417992,0.014148107,0.037460666,0.49032992
79,0.25,0.0669873,0.0,0.5,0.37059048,0.9829629,0.73333335,0.07866273,0.4660767,0.022615535,0.109144546,0.00524659,0.06925499,0.14165792,0.049317945,0.14263766,0.20014673,0.0,0.4354061
80,0.25,0.0669873,0.0,0.5,0.25,0.9330127,0.75555557,0.41101277,0.43362832,0.0,0.21435595,0.53725076,0.031479537,0.0,0.029380903,0.14205597,0.32922158,0.0,0.42318955
81,0.25,0.0669873,0.0,0.5,0.14644662,0.8535534,0.7,0.60570306,0.32251722,0.0,0.34906587,0.772298,0.018887723,0.0,0.09233998,0.13229989,0.47324923,0.2641093,0.48776698
82,0.25,0.0669873,0.0,0.5,0.0669873,0.75,0.7,0.7649951,0.43854475,0.0,0.3795477,0.83210915,0.2161595,0.0,0.043022037,0.18338251,0.6809363,0.45141265,0.4414119
83,0.25,0.0669873,0.0,0.5,0.017037086,0.62940955,0.7,0.8820059,0.4296952,0.0,0.60471976,0.77544594,0.5057712,0.0,0.2749213,0.18275665,0.76183933,0.5637946,0.39990672
84,0.25,0.0669873,0.0,0.5,0.0,0.5,0.6666667,0.7079646,0.23500492,0.0,0.94198626,0.28961176,0.34102833,0.0,0.78593916,0.29574808,0.7762621,0.9718429,0.5382785
85,0.25,0.0669873,0.0,0.5,0.017037086,0.37059048,0.7,0.4660767,0.022615535,0.0,0.9439528,0.06925499,0.14165792,0.0,0.8593914,0.28356707,0.73419636,0.9974624,0.40868187
86,0.25,0.0669873,0.0,0.5,0.0669873,0.25,0.73333335,0.43362832,0.0,0.0,0.88593906,0.031479537,0.0,0.0,0.8520462,0.398495,0.64081603,0.9997413,0.4567956
87,0.25,0.0669873,0.0,0.5,0.14644662,0.14644662,0.7222222,0.32251722,0.0,0.0,0.77089477,0.018887723,0.0,0.0,0.80902416,0.274697,0.49735636,0.99994403,0.43897474
88,0.25,0.0669873,0.0,0.5,0.25,0.0669873,0.75555557,0.43854475,0.0,0.0,0.6155359,0.2161595,0.0,0.0,0.7324239,0.26493356,0.3169053,0.99996203,0.4678748
89,0.25,0.0669873,0.0,0.5,0.37059048,0.017037086,0.75555557,0.4296952,0.0,0.0,0.43067846,0.5057712,0.0,0.0,0.60860443,0.363162,0.14171301,0.86456203,0.49303448
90,0.25,0.0669873,0.0,0.5,0.5,0.0,0.76666665,0.23500492,0.0,0.017699115,0.23795477,0.34102833,0.0,0.054564532,0.3347324,0.49460533,0.035486236,0.9020227,0.6110833
91,0.25,0.0669873,0.0,0.5,0.62940955,0.017037086,0.76666665,0.022615535,0.0,0.109144546,0.021632252,0.14165792,0.0,0.049317945,0.13536201,0.3013661,0.0021252928,0.7666227,0.49669245
92,0.25,0.0669873,0.0,0.5,0.75,0.0669873,0.73333335,0.0,0.0,0.21435595,0.0,0.0,0.0,0.029380903,0.0,0.336596,0.0,0.6312227,0.5092502
93,0.25,0.0669873,0.0,0.5,0.8535534,0.14644662,0.73333335,0.0,0.0,0.34906587,0.0,0.0,0.0,0.09233998,0.0,0.60718685,0.0,0.49582273,0.6027774
94,0.25,0.0669873,0.0,0.5,0.9330127,0.25,0.73333335,0.0,0.0,0.3795477,0.0,0.0,0.0,0.043022037,0.0,0.55503416,0.0,0.4506894,0.6115406
95,0.25,0.0669873,0.0,0.5,0.9829629,0.37059048,0.7,0.0,0.0,0.60471976,0.0,0.0,0.0,0.2749213,0.0,0.16256215,0.0,0.13701057,0.39551854
96,0.25,0.0669873,0.0,0.5,1.0,0.5,0.75555557,0.0,0.017699115,0.94198626,0.0,0.0,0.054564532,0.78593916,0.0,0.15673181,0.0,0.091877244,0.47387114
97,0.25,0.0669873,0.14644662,0.14644662,0.9829629,0.62940955,0.64444447,0.0,0.109144546,0.9439528,0.0,0.0,0.049317945,0.8593914,0.0,0.15439159,0.0,0.0,0.45918965
98,0.25,0.0669873,0.14644662,0.14644662,0.9330127,0.75,0.7,0.0,0.21435595,0.88593906,0.0,0.0,0.029380903,0.8520462,0.0,0.14190134,0.0,0.0,0.48213977
99,0.25,0.0669873,0.14644662,0.14644662,0.8535534,0.8535534,0.6111111,0.0,0.34906587,0.77089477,0.0,0.0,0.09233998,0.80902416,0.0,0.17234033,0.0,0.0,0.49266073
100,0.25,0.0669873,0.14644662,0.14644662,0.75,0.9330127,0.5888889,0.0,0.3795477,0.6155359,0.0,0.0,0.043022037,0.7324239,0.0,0.25187147,0.0,0.0,0.5201499
101,0.25,0.0669873,0.14644662,0.14644662,0.62940955,0.9829629,0.5888889,0.0,0.60471976,0.43067846,0.0,0.0,0.2749213,0.60860443,0.0,0.14990503,0.0,0.0,0.48490617
102,0.25,0.0669873,0.14644662,0.14644662,0.5,1.0,0.5888889,0.017699115,0.94198626,0.23795477,0.0088495575,0.054564532,0.78593916,0.3347324,0.0,0.14064716,0.038203202,0.0,0.47485942
103,0.25,0.0669873,0.14644662,0.14644662,0.37059048,0.9829629,0.5888889,0.109144546,0.9439528,0.021632252,0.14159292,0.049317945,0.8593914,0.13536201,0.17628542,0.15926841,0.21633966,0.0,0.44936976
104,0.25,0.0669873,0.14644662,0.14644662,0.25,0.9330127,0.54444444,0.21435595,0.88593906,0.0,0.1494592,0.029380903,0.8520462,0.0,0.011542497,0.14880055,0.40652734,0.0,0.4116659
105,0.25,0.0669873,0.14644662,0.14644662,0.14644662,0.8535534,0.5222222,0.34906587,0.77089477,0.0,0.41986233,0.09233998,0.80902416,0.0,0.22035676,0.13023086,0.5796511,0.18730332,0.44119304
106,0.25,0.0669873,0.14644662,0.14644662,0.0669873,0.75,0.64444447,0.3795477,0.6155359,0.0,0.6076696,0.043022037,0.7324239,0.0,0.35991606,0.13864931,0.7044849,0.2996853,0.3949406
107,0.25,0.0669873,0.14644662,0.14644662,0.017037086,0.62940955,0.62222224,0.60471976,0.43067846,0.0,0.79646015,0.2749213,0.60860443,0.0,0.6002099,0.431219,0.7753532,0.48698863,0.5101527
108,0.25,0.0669873,0.14644662,0.14644662,0.0,0.5,0.56666666,0.94198626,0.23795477,0.0,0.8603737,0.78593916,0.3347324,0.0,0.62224555,0.122119196,0.7890659,0.91100055,0.48122543
109,0.25,0.0669873,0.14644662,0.14644662,0.017037086,0.37059048,0.56666666,0.9439528,0.021632252,0.0,0.6656834,0.8593914,0.13536201,0.0,0.27177334,0.16954727,0.7447518,0.99204093,0.3871968
110,0.25,0.0669873,0.14644662,0.14644662,0.0669873,0.25,0.62222224,0.88593906,0.0,0.0,0.77286136,0.8520462,0.0,0.0,0.521511,0.52704704,0.64665705,0.99924964,0.5019443
111,0.25,0.0669873,0.14644662,0.14644662,0.14644662,0.14644662,0.56666666,0.77089477,0.0,0.0,0.69911504,0.80902416,0.0,0.0,0.59706193,0.191261,0.5038743,0.99989086,0.4091245
112,0.25,0.0669873,0.14644662,0.14644662,0.25,0.0669873,0.56666666,0.6155359,0.0,0.0,0.51720744,0.7324239,0.0,0.0,0.45750263,0.49663997,0.32441247,0.99994785,0.54663044
113,0.25,0.0669873,0.14644662,0.14644662,0.37059048,0.017037086,0.64444447,0.43067846,0.0,0.0,0.35004917,0.60860443,0.0,0.0,0.34942287,0.24454764,0.14432111,0.82826227,0.4408003
114,0.25,0.0669873,0.14644662,0.14644662,0.5,0.0,0.6666667,0.23795477,0.0,0.0088495575,0.18977384,0.3347324,0.0,0.0,0.204617,0.28797266,0.0323622,0.6928623,0.48664403
115,0.25,0.0669873,0.14644662,0.14644662,0.62940955,0.017037086,0.7,0.021632252,0.0,0.14159292,0.01671583,0.13536201,0.0,0.17628542,0.08079748,0.20033969,0.0010176792,0.37918344,0.40839362
116,0.25,0.0669873,0.14644662,0.14644662,0.75,0.0669873,0.73333335,0.0,0.0,0.1494592,0.0,0.0,0.0,0.011542497,0.0,0.37029684,0.0,0.06550461,0.46732008
117,0.25,0.0669873,0.14644662,0.14644662,0.8535534,0.14644662,0.75555557,0.0,0.0,0.41986233,0.0,0.0,0.0,0.22035676,0.0,0.13218698,0.0,0.0,0.45934168
118,0.25,0.0669873,0.14644662,0.14644662,0.9330127,0.25,0.76666665,0.0,0.0,0.6076696,0.0,0.0,0.0,0.35991606,0.0,0.13231952,0.0,0.0,0.4788279
119,0.25,0.0669873,0.14644662,0.14644662,0.9829629,0.37059048,0.76666665,0.0,0.0,0.79646015,0.0,0.0,0.0,0.6002099,0.0,0.10587133,0.0,0.0,0.46968633
120,0.25,0.0669873,0.14644662,0.14644662,1.0,0.5,0.82222223,0.0,0.0088495575,0.8603737,0.0,0.0,0.0,0.62224555,0.0,0.34457883,0.0,0.0,0.55219334
121,0.25,0.0669873,0.5,0.0,0.9829629,0.62940955,0.82222223,0.0,0.14159292,0.6656834,0.0,0.0,0.17628542,0.27177334,0.0,0.16032869,0.0,0.0,0.488509
122,0.25,0.0669873,0.5,0.0,0.9330127,0.75,0.85555553,0.0,0.1494592,0.77286136,0.0,0.0,0.011542497,0.521511,0.0,0.15951875,0.0,0.0,0.48822907
123,0.25,0.0669873,0.5,0.0,0.8535534,0.8535534,0.82222223,0.0,0.41986233,0.69911504,0.0,0.0,0.22035676,0.59706193,0.0,0.1472175,0.0,0.0,0.48397726
124,0.25,0.0669873,0.5,0.0,0.75,0.9330127,0.82222223,0.0,0.6076696,0.51720744,0.0,0.0,0.35991606,0.45750263,0.0,0.18313707,0.0,0.0,0.49639252
125,0.25,0.0669873,0.5,0.0,0.62940955,0.9829629,0.82222223,0.0,0.79646015,0.35004917,0.0,0.0,0.6002099,0.34942287,0.0,0.18254556,0.0,0.0,0.49618807
126,0.25,0.0669873,0.5,0.0,0.5,1.0,0.7777778,0.0088495575,0.8603737,0.18977384,0.020648967,0.0,0.62224555,0.204617,0.13221405,0.21808717,0.039822023,0.0,0.5013357
127,0.25,0.0669873,0.5,0.0,0.37059048,0.9829629,0.7222222,0.14159292,0.6656834,0.01671583,0.17502458,0.17628542,0.27177334,0.08079748,0.40608606,0.20690756,0.22057606,0.0,0.46507654
128,0.25,0.0669873,0.5,0.0,0.25,0.9330127,0.6666667,0.1494592,0.77286136,0.0,0.35889873,0.011542497,0.521511,0.0,0.50682056,0.13589308,0.4141718,0.18730332,0.47280765
129,0.25,0.0669873,0.5,0.0,0.14644662,0.8535534,0.64444447,0.41986233,0.69911504,0.0,0.56342185,0.22035676,0.59706193,0.0,0.6316894,0.14607376,0.58992267,0.37460664,0.44482812
130,0.25,0.0669873,0.5,0.0,0.0669873,0.75,0.64444447,0.6076696,0.51720744,0.0,0.726647,0.35991606,0.45750263,0.0,0.68940187,0.11230911,0.7158308,0.638716,0.43738148
